Address,Street,Hood,Town,County,Zip,Lat,Lng
"Soft Wind Cir, Austin, TX 78745, USA",Soft Wind Circle,South Austin,Austin,Travis County,78745,30.2037811,-97.7892272
"Soft Cloud Cove, Austin, TX 78717, USA",Soft Cloud Cove,Oak Brook,Austin,Williamson County,78717,30.51555,-97.7381549
"Softwood Dr, Austin, TX 78744, USA",Softwood Drive,Southeast Austin,Austin,Travis County,78744,30.1856219,-97.7487148
"Sojourner St, Austins' Colony, TX 78725, USA",Sojourner Street,Austins' Colony,UnknownTown,Travis County,78725,30.2428569,-97.5872521
"Sol Wilson Ave, Austin, TX 78702, USA",Sol Wilson Avenue,Rosewood,Austin,Travis County,78702,30.2749811,-97.7058239
"Solano Dr, Austin, TX 78750, USA",Solano Drive,Anderson Mill,Austin,Williamson County,78750,30.4550601,-97.8085042
"Soledad Ct, Steiner Ranch Neighborhood Association, TX 78732, USA",Soledad Court,Steiner Ranch Neighborhood Association,UnknownTown,Travis County,78732,30.3735807,-97.8813989
"Soleil Ct, Vineyard Bay, TX 78734, USA",Soleil Court,Vineyard Bay,UnknownTown,Travis County,78734,30.3852724,-97.9478852
"Solitary Fawn Trail, The Preserve At Barton Creek, TX 78735, USA",Solitary Fawn Trail,The Preserve At Barton Creek,UnknownTown,Travis County,78735,30.2970433,-97.9176098
"Solitude Cove, Round Rock, TX 78665, USA",Solitude Cove,Sonoma,Round Rock,Williamson County,78665,30.502287,-97.6254989
"Sombra Cove, Austin, TX 78744, USA",Sombra Cove,Meadows At Bluff Springs,Austin,Travis County,78744,30.1810049,-97.7672247
"Sombrero Cove, Lago Vista, TX 78645, USA",Sombrero Cove,UnknownHood,Lago Vista,Travis County,78645,30.4816457,-97.9926117
"Sombrero Dr, Austin, TX 78748, USA",Sombrero Drive,UnknownHood,Austin,Travis County,78748,30.1439377,-97.8155361
"Somerset Ave, Austin, TX 78753, USA",Somerset Avenue,Windsor Hills,Austin,Travis County,78753,30.3655188,-97.6734795
"Somerset Canyon Ln, Deer Creek Ranch, TX 78613, USA",Somerset Canyon Lane,Deer Creek Ranch,UnknownTown,Williamson County,78613,30.4815666,-97.8506671
"Somerset Rd, Buda, TX 78610, USA",Somerset Road,UnknownHood,Buda,Hays County,78610,30.082511,-97.832719
"Sommerland Way, Austin, TX 78749, USA",Sommerland Way,UnknownHood,Austin,Travis County,78749,30.2071795,-97.8769128
"Songbird Cove, Austin, TX 78750, USA",Songbird Cove,Anderson Mill,Austin,Williamson County,78750,30.4566604,-97.8164151
"Sonnet Ave, Austin, TX 78759, USA",Sonnet Avenue,Balcones Terrace,Austin,Travis County,78759,30.3660679,-97.7456199
"Sonoma Cove, Lake Pointe, TX 78738, USA",Sonoma Cove,Lake Pointe,UnknownTown,Travis County,78738,30.3129602,-97.9175653
"Sonoma Dr, Texas 78738, USA",Sonoma Drive,UnknownHood,UnknownTown,Travis County,78738,30.309733,-97.9251829
"Sonora Ct, Austin, TX 78756, USA",Sonora Court,Allandale,Austin,Travis County,78756,30.3290125,-97.7452902
"Sonora Cove, Austin, TX 78759, USA",Sonora Cove,Great Hills,Austin,Travis County,78759,30.4165821,-97.7778322
"Sooner St, Hudson Bend, TX 78734, USA",Sooner Street,La Hacienda Estates,Hudson Bend,Travis County,78734,30.4070949,-97.9295035
"Soota Ln, Austin, TX 78732, USA",Soota Lane,Steiner Ranch Neighborhood Association,Austin,Travis County,78732,30.3279992,-97.9256403
"Sophie Ct, Pflugerville, TX 78660, USA",Sophie Court,Park View Estates,Pflugerville,Travis County,78660,30.4444294,-97.6217276
"Sophie Dr, Cardinal Hills Estates, TX 78734, USA",Sophie Drive,Cardinal Hills Estates,UnknownTown,Travis County,78734,30.3788299,-97.9372723
"Sophora Cove, Austin, TX 78759, USA",Sophora Cove,Great Hills,Austin,Travis County,78759,30.404778,-97.771183
"Sophora Pl, Cedar Park, TX 78613, USA",Sophora Place,North Buttercup Creek,Cedar Park,Williamson County,78613,30.5035715,-97.8395125
"Sordello Dr, Austin, TX 78752, USA",Sordello Drive,Coronado Hills,Austin,Travis County,78752,30.3248934,-97.68184
"Sorrel Cove, Austin, TX 78730, USA",Sorrel Cove,Glenlake,Austin,Travis County,78730,30.3605942,-97.8509591
"Sorrento Ct, Austin, TX 78759, USA",Sorrento Court,Great Hills,Austin,Travis County,78759,30.3965209,-97.7557818
"Sorret Tree Ct, Austin, TX 78744, USA",Sorret Tree Court,Southeast Austin,Austin,Travis County,78744,30.1983945,-97.7517828
"Sosebee Pkwy, Texas 78610, USA",Sosebee Parkway,UnknownHood,UnknownTown,Hays County,78610,30.084299,-97.8727763
"Sotogrande Dr, Pflugerville, TX 78660, USA",Sotogrande Drive,Fairways Of Blackhawk,Pflugerville,Travis County,78660,30.4670747,-97.578595
"Sotol Cove, Austin, TX 78759, USA",Sotol Cove,The Arbor At Great Hills,Austin,Travis County,78759,30.3981265,-97.7725118
"S 1st St, Austin, TX 78745, USA",South 1st Street,UnknownHood,Austin,Travis County,78745,30.2021718,-97.7846497
"2nd St S, Pflugerville, TX 78660, USA",2nd Street South,UnknownHood,Pflugerville,Travis County,78660,30.4387885,-97.622851
"S 2nd St, Austin, TX 78704, USA",South 2nd Street,UnknownHood,Austin,Travis County,78704,30.2378906,-97.7633788
"S 2nd St, Austin, TX 78745, USA",South 2nd Street,UnknownHood,Austin,Travis County,78745,30.2278173,-97.7713164
"S 3rd St, Pflugerville, TX 78660, USA",South 3rd Street,UnknownHood,Pflugerville,Travis County,78660,30.4391238,-97.6235866
"S 3rd St, Austin, TX 78704, USA",South 3rd Street,UnknownHood,Austin,Travis County,78704,30.2483322,-97.7586532
"S 3rd St, Austin, TX 78745, USA",South 3rd Street,South Austin,Austin,Travis County,78745,30.2204625,-97.7760515
"S 4th St, Austin, TX 78704, USA",South 4th Street,UnknownHood,Austin,Travis County,78704,30.2397996,-97.7651534
"S 5th St, Austin, TX 78704, USA",South 5th Street,UnknownHood,Austin,Travis County,78704,30.2452205,-97.764029
"S 6th St, Austin, TX 78704, USA",South 6th Street,UnknownHood,Austin,Travis County,78704,30.2486531,-97.7632427
"S 7th St, Austin, TX 78704, USA",South 7th Street,Bouldin Creek,Austin,Travis County,78704,30.2496888,-97.7639035
"S 8th St, Austin, TX 78704, USA",South 8th Street,Zilker,Austin,Travis County,78704,30.255296,-97.7607655
"S Bagdad Rd, Leander, TX 78641, USA",South Bagdad Road,UnknownHood,Leander,Williamson County,78641,30.5535725,-97.8575854
"S Bastrop St, Manor, TX 78653, USA",South Bastrop Street,UnknownHood,Manor,Travis County,78653,30.3405098,-97.5598909
"South Bay Ln, Texas 78739, USA",South Bay Lane,UnknownHood,UnknownTown,Travis County,78739,30.1817643,-97.8888005
"S Bend Ave, West Oak Hill, TX 78736, USA",South Bend Avenue,West Oak Hill,UnknownTown,Travis County,78736,30.2348379,-97.914069
"S Blue Ridge Pkwy, Cedar Park, TX 78613, USA",South Blue Ridge Parkway,UnknownHood,Cedar Park,Williamson County,78613,30.508311,-97.818412
"S Brook Dr, Austin, TX 78736, USA",South Brook Drive,West Oak Hill,Austin,Travis County,78736,30.2357764,-97.8860142
"S Brown St, Round Rock, TX 78664, USA",South Brown Street,UnknownHood,Round Rock,Williamson County,78664,30.5070436,-97.6805859
"S Buffalo Ave, Cedar Park, TX 78613, USA",South Buffalo Avenue,UnknownHood,Cedar Park,Williamson County,78613,30.508634,-97.8126772
"S Burnet St, Manor, TX 78653, USA",South Burnet Street,UnknownHood,Manor,Travis County,78653,30.3392446,-97.5570438
"S Caldwell St, Manor, TX 78653, USA",South Caldwell Street,UnknownHood,Manor,Travis County,78653,30.3396148,-97.5590642
"S Cannes Dr, Cedar Park, TX 78613, USA",South Cannes Drive,Riviera Springs,Cedar Park,Williamson County,78613,30.4784354,-97.8139964
"S Celia Dr, Cedar Park, TX 78613, USA",South Celia Drive,Riviera Springs,Cedar Park,Williamson County,78613,30.4774451,-97.814582
"S Center St, Austin, TX 78704, USA",South Center Street,Galindo,Austin,Travis County,78704,30.2307813,-97.7704619
"S Chisholm Trail, Austin, TX 78748, USA",South Chisholm Trail,UnknownHood,Austin,Travis County,78748,30.1715633,-97.8120699
"S Cougar Ave, Cedar Park, TX 78613, USA",South Cougar Avenue,UnknownHood,Cedar Park,Williamson County,78613,30.5082401,-97.8140258
"S Creek Bend Dr, Hutto, TX 78634, USA",South Creekbend Drive,UnknownHood,Hutto,Williamson County,78634,30.5297329,-97.542024
"S Crest Dr, Rollingwood, TX 78746, USA",South Crest Drive,Timberline Terrace,Rollingwood,Travis County,78746,30.2721792,-97.7896857
"S Crossing Dr, Round Rock, TX 78664, USA",South Crossing Drive,UnknownHood,Round Rock,Williamson County,78664,30.4978373,-97.6520823
"S Delavan Cove, Brushy Creek, TX 78717, USA",South Delavan Cove,Woods Of Brushy Creek,Brushy Creek,Williamson County,78717,30.491224,-97.7427429
"South Dr, Austin, TX 78759, USA",South Drive,UnknownHood,Austin,Travis County,78759,30.3710845,-97.7485434
"S Flamingo Dr, Texas 78734, USA",South Flamingo Drive,UnknownHood,UnknownTown,Travis County,78734,30.3604644,-97.9507778
"S Forest Dr, Austin, TX 78745, USA",South Forest Drive,South Austin,Austin,Travis County,78745,30.2223126,-97.7874724
"S Georgetown St, Round Rock, TX 78664, USA",South Georgetown Street,Round Rock Original Plat,Round Rock,Williamson County,78664,30.5103146,-97.6712993
"Green Trail S, Austin, TX 78731, USA",Green Trail South,Green Trails Estates,Austin,Travis County,78731,30.362938,-97.7541623
"S Harris St, Round Rock, TX 78664, USA",South Harris Street,Round Rock Original Plat,Round Rock,Williamson County,78664,30.5076806,-97.6819904
"S Industrial Blvd, Round Rock, TX 78681, USA",South Industrial Boulevard,UnknownHood,Round Rock,Williamson County,78681,30.5204133,-97.6935179
"S Industrial Dr, Austin, TX 78744, USA",South Industrial Drive,Southeast Austin,Austin,Travis County,78744,30.2112972,-97.7428553
"I-35, Austin, TX 78744, USA",Interstate 35,UnknownHood,Austin,UnknownCounty,78744,30.1823468,-97.7761931
"S Kent Ln, Cedar Park, TX 78613, USA",South Kent Lane,Hidden Valley Estates,Cedar Park,Williamson County,78613,30.4957191,-97.8077546
"S Kings Canyon Dr, Cedar Park, TX 78613, USA",South Kings Canyon Drive,UnknownHood,Cedar Park,Williamson County,78613,30.5085113,-97.8205382
"S La Grange St, Manor, TX 78653, USA",South La Grange Street,UnknownHood,Manor,Travis County,78653,30.3400973,-97.5552895
"S Lake Creek Dr, Round Rock, TX 78681, USA",South Lake Creek Drive,UnknownHood,Round Rock,Williamson County,78681,30.504039,-97.695931
"S Lakeshore Blvd, Austin, TX 78741, USA",South Lakeshore Boulevard,East Riverside - Oltorf,Austin,Travis County,78741,30.2447412,-97.7236384
"S Lampasas St, Manor, TX 78653, USA",South Lampasas Street,UnknownHood,Manor,Travis County,78653,30.3403152,-97.5524998
"S Lockhart St, Manor, TX 78653, USA",South Lockhart Street,UnknownHood,Manor,Travis County,78653,30.3393418,-97.5538181
"S Loop 4, Creedmoor, TX 78610, USA",South Loop 4,UnknownHood,Creedmoor,Hays County,78610,30.0588334,-97.8438541
"S Madrone Trail, Bear Creek, TX 78737, USA",South Madrone Trail,UnknownHood,Bear Creek,Hays County,78737,30.1821401,-97.9447725
"Mandell St, Round Rock, TX 78664, USA",Mandell Street,UnknownHood,Round Rock,Williamson County,78664,30.5026208,-97.6777349
"S Meadowlark St, Cardinal Hills, TX 78734, USA",South Meadowlark Street,Cardinal Hills,UnknownTown,Travis County,78734,30.3642444,-97.9496009
"S Meadows Blvd, Austin, TX 78745, USA",South Meadows Boulevard,South Austin,Austin,Travis County,78745,30.1986817,-97.7840492
"S Meadows Dr, Austin, TX 78758, USA",South Meadows Drive,North Austin Civic Association,Austin,Travis County,78758,30.3770963,-97.6983901
"S Mt Rushmore Dr, Cedar Park, TX 78613, USA",South Mount Rushmore Drive,UnknownHood,Cedar Park,Williamson County,78613,30.5086243,-97.8173936
"S Mustang Ave, Cedar Park, TX 78613, USA",South Mustang Avenue,UnknownHood,Cedar Park,Williamson County,78613,30.5088252,-97.8157759
"S Oak Canyon Rd, Westlake Highlands, TX 78746, USA",South Oak Canyon Road,Westlake Highlands,UnknownTown,Travis County,78746,30.3119159,-97.7981107
"S Oak Dr, Austin, TX 78704, USA",South Oak Drive,South Lamar,Austin,Travis County,78704,30.236776,-97.7769117
"S Park Dr, Austin, TX 78704, USA",South Park Drive,Dawson,Austin,Travis County,78704,30.2325103,-97.7639
"S Path, Austin, TX 78759, USA",South Path,Mountain Ridge,Austin,Travis County,78759,30.3848633,-97.7573951
"S Pauley Dr, Hutto, TX 78634, USA",South Pauley Drive,UnknownHood,Hutto,Williamson County,78634,30.531875,-97.554906
"S Peninsular Dr, Texas 78654, USA",South Peninsular Drive,UnknownHood,UnknownTown,Travis County,78654,30.4657952,-98.0704205
"S Phoenix Cove, Round Rock, TX 78665, USA",South Phoenix Cove,Round Rock Ranch,Round Rock,Williamson County,78665,30.5001439,-97.6377553
"S Pleasant Valley Rd, Austin, TX 78741, USA",South Pleasant Valley Road,UnknownHood,Austin,Travis County,78741,30.2343095,-97.7226423
"S Pleasant Valley Rd, Austin, TX 78744, USA",South Pleasant Valley Road,UnknownHood,Austin,Travis County,78744,30.1975577,-97.7437572
"S Prize Oaks Dr, Cedar Park, TX 78613, USA",South Prize Oaks Drive,North Buttercup Creek,Cedar Park,Williamson County,78613,30.503239,-97.8412031
"W Quails Run, Texas 78610, USA",West Quails Run,UnknownHood,UnknownTown,Hays County,78610,30.0376112,-97.7966296
"E Quails Run, Texas 78610, USA",East Quails Run,UnknownHood,UnknownTown,Hays County,78610,30.0398325,-97.7942996
"Quail Run, Texas 78610, USA",Quail Run,UnknownHood,UnknownTown,Hays County,78610,30.0394965,-97.7930071
"S Quinlan Park Rd, Steiner Ranch Neighborhood Association, TX 78732, USA",South Quinlan Park Road,Steiner Ranch Neighborhood Association,UnknownTown,Travis County,78732,30.3368052,-97.9202958
"S Railroad Ave, Pflugerville, TX 78660, USA",South Railroad Avenue,UnknownHood,Pflugerville,Travis County,78660,30.4369751,-97.6216041
"S Rainbow Bridge, Cedar Park, TX 78613, USA",South Rainbow Bridge,UnknownHood,Cedar Park,Williamson County,78613,30.5097243,-97.8201311
"S Redondo Dr, Austin, TX 78721, USA",South Redondo Drive,MLK-183,Austin,Travis County,78721,30.2805245,-97.6818573
"S Ridge Cir, North Rim, TX 78641, USA",South Ridge Circle,North Rim,UnknownTown,Travis County,78641,30.5062194,-97.8902056
"S Ridge Ln, Hudson Bend, TX 78734, USA",South Ridge Lane,Rocky Ridge,Hudson Bend,Travis County,78734,30.4184487,-97.9432207
"S Ridge, Lago Vista, TX 78645, USA",South Ridge,Highland Lake Estates,Lago Vista,Travis County,78645,30.4409338,-98.000244
"S Riviera Cir, Cedar Park, TX 78613, USA",South Riviera Circle,Riviera Springs,Cedar Park,Williamson County,78613,30.4783011,-97.8144903
"S Ronay Dr, Briarcliff, TX 78669, USA",South Ronay Drive,UnknownHood,Briarcliff,Travis County,78669,30.4055098,-98.0408245
"S Round Mountain Dr, Round Mountain, TX 78734, USA",South Round Mountain Drive,Round Mountain,UnknownTown,Travis County,78734,30.3739376,-97.9601704
"S San Marcos St, Manor, TX 78653, USA",South San Marcos Street,UnknownHood,Manor,Travis County,78653,30.3358505,-97.5557529
"Scout Island Cir S, Austin, TX 78731, USA",Scout Island Circle South,The Courtyard,Austin,Travis County,78731,30.3540248,-97.7878947
"Shady Ln, Lago Vista, TX 78645, USA",Shady Lane,UnknownHood,Lago Vista,Travis County,78645,30.4611841,-97.9880371
"S Turnersville Rd, Creedmoor, TX 78610, USA",South Turnersville Road,UnknownHood,Creedmoor,UnknownCounty,78610,30.0676179,-97.7812087
"Webberwood Way S, Webberville, TX 78621, USA",Webberwood Way South,UnknownHood,Webberville,Travis County,78621,30.2315415,-97.4820276
"Winecup Trail, Cedar Park, TX 78613, USA",Winecup Trail,North Buttercup Creek,Cedar Park,Williamson County,78613,30.5026893,-97.8313843
"S El Dorado, Lakeway, TX 78734, USA",South El Dorado,UnknownHood,Lakeway,Travis County,78734,30.3586146,-97.9751854
"Southbend St, Lago Vista, TX 78645, USA",Southbend Street,Highland Lake Estates,Lago Vista,Travis County,78645,30.4360414,-97.9964447
"Southeast Dr, Austin, TX 78744, USA",Southeast Drive,Southeast Austin,Austin,Travis County,78744,30.1925043,-97.7458037
"Southeastern Trail, Round Rock, TX 78664, USA",Southeastern Trail,UnknownHood,Round Rock,Williamson County,78664,30.4929194,-97.6622808
"Southern Hills Pl, Lost Creek, TX 78746, USA",Southern Hills Place,UnknownHood,Lost Creek,Travis County,78746,30.2800176,-97.8424513
"Southern Oaks Dr, Austin, TX 78745, USA",Southern Oaks Drive,South Austin,Austin,Travis County,78745,30.2201285,-97.7982147
"Southern Pl, Round Rock, TX 78665, USA",Southern Place,Forest Bluffs,Round Rock,Williamson County,78665,30.5276353,-97.6153125
"Southgate Cir, Austin, TX 78704, USA",Southgate Circle,South Lamar,Austin,Travis County,78704,30.234489,-97.7794785
"Southgate Ln, Martinshore, TX 78744, USA",Southgate Lane,Martinshore,UnknownTown,Travis County,78744,30.1923261,-97.7004772
"Southill Cir, Austin, TX 78703, USA",Southill Circle,Tarrytown,Austin,Travis County,78703,30.3068018,-97.7708481
"Southland Dr, Austin, TX 78704, USA",Southland Drive,South Lamar,Austin,Travis County,78704,30.2445961,-97.775262
"Southport Dr, Austin, TX 78704, USA",Southport Drive,South Lamar,Austin,Travis County,78704,30.2319206,-97.7773764
"S Trace Dr, Austin, TX 78745, USA",South Trace Drive,South Austin,Austin,Travis County,78745,30.2045458,-97.792746
"S View Rd, West Oak Hill, TX 78737, USA",South View Road,West Oak Hill,UnknownTown,Travis County,78737,30.2286688,-97.9106823
"Southview, Austin, TX 78745, USA",Southview,South Austin,Austin,Travis County,78745,30.2181055,-97.7710585
"Southward Cove, Westridge Estates, TX 78733, USA",Southward Cove,Westridge Estates,UnknownTown,Travis County,78733,30.3265637,-97.8711179
"Southway Dr, Austin, TX 78704, USA",Southway Drive,South Lamar,Austin,Travis County,78704,30.2307211,-97.7760956
"Southwest Dr, Austin, TX 78744, USA",Southwest Drive,Southeast Austin,Austin,Travis County,78744,30.1928712,-97.7465866
"SW Oaks, Texas 78737, USA",Southwest Oaks,UnknownHood,UnknownTown,Travis County,78737,30.2169262,-97.9706677
"Southwestern Trail, Round Rock, TX 78664, USA",Southwestern Trail,Greenlawn Place,Round Rock,Williamson County,78664,30.493544,-97.6633767
"Southwick Dr, Texas 78724, USA",Southwick Drive,UnknownHood,UnknownTown,Travis County,78724,30.2782237,-97.6271969
"Southwind Dr, Austin, TX 78745, USA",Southwind Drive,South Austin,Austin,Travis County,78745,30.2014492,-97.8129051
"Southwind Rd, Point Venture, TX 78645, USA",Southwind Road,Waterford On Lake Travis,Point Venture,Travis County,78645,30.3885486,-97.9893491
"Southwood Rd, Austin, TX 78704, USA",Southwood Road,Galindo,Austin,Travis County,78704,30.2439878,-97.7668525
"Sovran Ln, Austin, TX 78750, USA",Sovran Lane,The Woodlands At Anderson Village,Austin,Williamson County,78750,30.4516338,-97.8040289
"Space Ln, Austin, TX 78758, USA",Space Lane,North Austin,Austin,Travis County,78758,30.3868708,-97.6914097
"Spancreek Cir, Austin, TX 78731, USA",Spancreek Circle,Highland Hills,Austin,Travis County,78731,30.3460294,-97.7631044
"Spandera Cove, Austin, TX 78759, USA",Spandera Cove,Spicewood Forest,Austin,Travis County,78759,30.367272,-97.7501219
"Spaniel Dr, Austin, TX 78759, USA",Spaniel Drive,Walnut Crossing,Austin,Travis County,78759,30.4172498,-97.7123375
"Spanish Bay Ct, Round Rock, TX 78664, USA",Spanish Bay Court,Forest Creek,Round Rock,Williamson County,78664,30.509034,-97.5950747
"Spanish Oak Cir, Texas 78737, USA",Spanish Oak Circle,UnknownHood,UnknownTown,Hays County,78737,30.1519391,-97.9518515
"Spanish Oak Dr, Lago Vista, TX 78645, USA",Spanish Oak Drive,UnknownHood,Lago Vista,Travis County,78645,30.468156,-97.9781976
"Spanish Oak Dr, Austin, TX 78731, USA",Spanish Oak Drive,Balcones Park,Austin,Travis County,78731,30.3273243,-97.7691683
"Spanish Oak Ln, Austin, TX 78737, USA",Spanish Oak Lane,UnknownHood,Austin,Hays County,78737,30.1992811,-98.0173311
"Spanish Oak Terrace, Austin, TX 78731, USA",Spanish Oak Terrace,Balcones Park,Austin,Travis County,78731,30.3274094,-97.7677989
"Spanish Oak Trail, Texas 78652, USA",Spanish Oak Trail,UnknownHood,UnknownTown,Hays County,78652,30.1363525,-97.8996505
"Spanish Oak Trail, Austin, TX 78731, USA",Spanish Oak Trail,Balcones Park,Austin,Travis County,78731,30.3280944,-97.7686337
"Spanish Oak Trail, Round Rock, TX 78681, USA",Spanish Oak Trail,UnknownHood,Round Rock,Williamson County,78681,30.534022,-97.7605689
"Spanish Oaks Club Blvd, Texas 78738, USA",Spanish Oaks Club Boulevard,UnknownHood,UnknownTown,Travis County,78738,30.2929079,-97.9452919
"Spanish Oaks Trail, Texas 78610, USA",Spanish Oaks Trail,UnknownHood,UnknownTown,Hays County,78610,30.1246714,-97.8599209
"Spanish Ridge Cove, Pflugerville, TX 78660, USA",Spanish Ridge Cove,UnknownHood,Pflugerville,Travis County,78660,30.4413018,-97.6353224
"Sparkle Dr, Manchaca, TX 78652, USA",Sparkle Drive,UnknownHood,Manchaca,Travis County,78652,30.1333839,-97.8252332
"Sparkling Brook Ln, Westview On Lake Austin, TX 78746, USA",Sparkling Brook Lane,Westview On Lake Austin,UnknownTown,Travis County,78746,30.3149254,-97.7863795
"Sparks Ave, Austin, TX 78705, USA",Sparks Avenue,Central Austin,Austin,Travis County,78705,30.2915307,-97.73045
"Sparks Rd, Texas 78653, USA",Sparks Road,UnknownHood,UnknownTown,Travis County,78653,30.390392,-97.5079416
"Sparkwood Ln, Cedar Park, TX 78613, USA",Sparkwood Lane,UnknownHood,Cedar Park,Williamson County,78613,30.5220451,-97.8619983
"Sparrow Dr, Texas 78652, USA",Sparrow Drive,UnknownHood,UnknownTown,Hays County,78652,30.1349527,-97.8831819
"Sparrow Dr, Round Rock, TX 78681, USA",Sparrow Drive,Oakcreek,Round Rock,Williamson County,78681,30.5177115,-97.7134016
"Sparrow Ln, Texas 78734, USA",Sparrow Lane,UnknownHood,UnknownTown,Travis County,78734,30.3490888,-97.9574012
"Sparrowglen Ln, The Hills, TX 78738, USA",Sparrowglen Lane,The Hills Of Lakeway,The Hills,Travis County,78738,30.3405423,-97.9922913
"Spartan Cove, Austin, TX 78759, USA",Spartan Cove,Great Hills,Austin,Travis County,78759,30.3988505,-97.7672764
"Spartanburg Cove, Riverplace, TX 78730, USA",Spartanburg Cove,Riverplace,UnknownTown,Travis County,78730,30.3718776,-97.846001
"Spear Oak Cove, Austin, TX 78759, USA",Spear Oak Cove,Windridge,Austin,Travis County,78759,30.4190864,-97.771409
"Spearhead Cove, Brushy Creek, TX 78717, USA",Spearhead Cove,Meadows Of Brushy Creek,Brushy Creek,Williamson County,78717,30.4987162,-97.7450237
"Spearman Dr, Austin, TX 78757, USA",Spearman Drive,Wooten,Austin,Travis County,78757,30.3629968,-97.7208836
"Spearmint Tea Trail, Brookfield Estates, TX 78660, USA",Spearmint Tea Trail,Brookfield Estates,UnknownTown,Travis County,78660,30.4208449,-97.6384409
"Spearson Ln, Austin, TX 78745, USA",Spearson Lane,South Austin,Austin,Travis County,78745,30.2022077,-97.7954309
"Speedway, Austin, TX 78705, USA",Speedway,UnknownHood,Austin,Travis County,78705,30.2983528,-97.7349519
"Speedway, Austin, TX 78751, USA",Speedway,UnknownHood,Austin,Travis County,78751,30.3033268,-97.7318132
"Speer Ln, Austin, TX 78745, USA",Speer Lane,South Austin,Austin,Travis County,78745,30.2033934,-97.7922438
"Spellbrook Ln, Lakeway, TX 78734, USA",Spellbrook Lane,UnknownHood,Lakeway,Travis County,78734,30.366272,-97.96296
"Spence St, Austin, TX 78702, USA",Spence Street,East Cesar Chavez,Austin,Travis County,78702,30.2584956,-97.7345201
"Spencer Ln, Austin, TX 78702, USA",Spencer Lane,Govalle,Austin,Travis County,78702,30.2527237,-97.6999072
"Speyside Dr, Webberville, TX 78653, USA",Speyside Drive,UnknownHood,Webberville,Travis County,78653,30.3659546,-97.6111532
"Spice Berry Cove, Wells Branch, TX 78728, USA",Spice Berry Cove,UnknownHood,Wells Branch,Travis County,78728,30.4427494,-97.6815838
"Spicebrush Cove, Austin, TX 78759, USA",Spicebrush Cove,The Arbor At Great Hills,Austin,Travis County,78759,30.3956248,-97.7738254
"Spicebrush Dr, Austin, TX 78759, USA",Spicebrush Drive,The Arbor At Great Hills,Austin,Travis County,78759,30.3955538,-97.7726649
"Spicewood Club Dr, Austin, TX 78750, USA",Spicewood Club Drive,Spicewood At Bullcreek,Austin,Travis County,78750,30.4371018,-97.8067448
"Spicewood Ln, Austin, TX 78759, USA",Spicewood Lane,UnknownHood,Austin,Travis County,78759,30.3715289,-97.7542473
"Spicewood Mesa, Austin, TX 78759, USA",Spicewood Mesa,UnknownHood,Austin,Travis County,78759,30.4155594,-97.7902587
"Spicewood Pkwy, Austin, TX 78750, USA",Spicewood Parkway,UnknownHood,Austin,Travis County,78750,30.4359772,-97.8000975
"Spicewood Springs Rd, Austin, TX 78731, USA",Spicewood Springs Road,UnknownHood,Austin,UnknownCounty,78731,30.3755333,-97.7615452
"Spiderwort Dr, Texas 78613, USA",Spiderwort Drive,UnknownHood,UnknownTown,Travis County,78613,30.4719618,-97.851386
"Spiers Way, Austin, TX 78617, USA",Spiers Way,Meadows At Berdoll,Austin,Travis County,78617,30.1701771,-97.6187167
"Spiller Ln, West Lake Hills, TX 78746, USA",Spillar Lane,UnknownHood,West Lake Hills,Travis County,78746,30.290497,-97.8110144
"Spillman Ranch Loop, Falconhead, TX 78738, USA",Spillman Ranch Loop,Falconhead,UnknownTown,Travis County,78738,30.3206564,-97.9727792
"Spillman St, Austin, TX 78704, USA",Spillman Street,Zilker,Austin,Travis County,78704,30.2562961,-97.7692395
"Spillway Dr, Austin, TX 78729, USA",Spillway Drive,Anderson Mill Village,Austin,Williamson County,78729,30.4590504,-97.788656
"Spindletop Terrace, Brushy Creek, TX 78681, USA",Spindletop Terrace,Stone Canyon,Brushy Creek,Williamson County,78681,30.5237806,-97.7244593
"Spinel Rd, Bluebonnet Acres, TX 78660, USA",Spinel Road,Bluebonnet Acres,UnknownTown,Travis County,78660,30.4126566,-97.6293565
"Spinnaker Cove, Austin, TX 78731, USA",Spinnaker Cove,Watersedge,Austin,Travis County,78731,30.3266971,-97.7755006
"Spinning Leaf Cove, Barton Creek, TX 78735, USA",Spinning Leaf Cove,Barton Valley,Barton Creek,Travis County,78735,30.2940433,-97.8737091
"Spirea Cove, Austin, TX 78749, USA",Spirea Cove,Village At Western Oaks,Austin,Travis County,78749,30.206252,-97.8665948
"Spirit Lake Cove, Westview On Lake Austin, TX 78746, USA",Spirit Lake Cove,Westview On Lake Austin,UnknownTown,Travis County,78746,30.3263484,-97.7814443
"Spivey Dr, Austin, TX 78749, USA",Spivey Drive,Village At Western Oaks,Austin,Travis County,78749,30.2199522,-97.8603741
"Splendor Pass, Texas 78738, USA",Splendor Pass,UnknownHood,UnknownTown,Travis County,78738,30.3365427,-97.9990831
"Split Cedar Cove, Austin, TX 78735, USA",Split Cedar Cove,Oak Hill,Austin,Travis County,78735,30.2492963,-97.833385
"Split Oak Cir, Austin, TX 78759, USA",Split Oak Circle,Point West Of Westover Hills,Austin,Travis County,78759,30.3827033,-97.747579
