Address,Hood,Town,County,Zip,Lat,Lng,Walk Score,Bike Score,Transit Score
"E 39th St, Austin, TX 78751, USA",UnknownHood,Austin,Travis County,78751,30.2998435,-97.727465,76,92,59
"E 3rd St, Austin, TX 78701, USA",UnknownHood,Austin,Travis County,78701,30.2630779,-97.7360933,95,92,59
"E 3rd St, Austin, TX 78702, USA",UnknownHood,Austin,Travis County,78702,30.258676,-97.7232019,96,91,46
"E 40th St, Austin, TX 78722, USA",UnknownHood,Austin,Travis County,78722,30.2967191,-97.718743,81,87,49
"E 40th St, Austin, TX 78751, USA",UnknownHood,Austin,Travis County,78751,30.3007628,-97.7268921,85,91,57
"E 41st St, Austin, TX 78751, USA",UnknownHood,Austin,Travis County,78751,30.3008583,-97.7247333,85,85,56
"E 42nd St, Austin, TX 78751, USA",UnknownHood,Austin,Travis County,78751,30.3039196,-97.7277271,86,98,59
"E 43rd St, Austin, TX 78751, USA",UnknownHood,Austin,Travis County,78751,30.3033338,-97.7232453,76,83,55
"E 44th St, Austin, TX 78751, USA",UnknownHood,Austin,Travis County,78751,30.3044627,-97.7231083,75,85,55
"E 45th St, Austin, TX 78751, USA",UnknownHood,Austin,Travis County,78751,30.305744,-97.7215971,83,88,53
"E 46th St, Austin, TX 78751, USA",UnknownHood,Austin,Travis County,78751,30.307282,-97.7205947,79,92,52
"E 47th St, Austin, TX 78751, USA",UnknownHood,Austin,Travis County,78751,30.308814,-97.7210201,74,96,53
"E 48th St, Austin, TX 78751, USA",UnknownHood,Austin,Travis County,78751,30.3093052,-97.7197892,74,96,53
"E 49th St, Austin, TX 78751, USA",UnknownHood,Austin,Travis County,78751,30.3104006,-97.7177223,79,99,52
"E 4th St, Austin, TX 78701, USA",UnknownHood,Austin,Travis County,78701,30.2642437,-97.7364617,96,88,63
"E 4th St, Austin, TX 78702, USA",UnknownHood,Austin,Travis County,78702,30.259124,-97.7215371,94,90,46
"E 50th St, Austin, TX 78751, USA",UnknownHood,Austin,Travis County,78751,30.3118453,-97.7179348,79,99,51
"E 51st St, Austin, TX 78751, USA",UnknownHood,Austin,Travis County,78751,30.3118858,-97.7148679,81,99,50
"E 52nd St, Austin, TX 78723, USA",UnknownHood,Austin,Travis County,78723,30.3100118,-97.7088989,73,83,48
"E 52nd St, Austin, TX 78751, USA",UnknownHood,Austin,Travis County,78751,30.3131175,-97.7152745,80,99,50
"E 53rd St, Austin, TX 78751, USA",UnknownHood,Austin,Travis County,78751,30.3135011,-97.7138801,79,98,49
"E 54th St, Austin, TX 78751, USA",North Loop,Austin,Travis County,78751,30.3163383,-97.7154753,74,98,50
"E 56th St, Austin, TX 78751, USA",North Loop,Austin,Travis County,78751,30.3188544,-97.7145457,74,92,49
"E 5th St., Austin, TX 78701, USA",UnknownHood,Austin,Travis County,78701,30.2651207,-97.7359853,96,81,62
"E 5th St., Austin, TX 78702, USA",UnknownHood,Austin,Travis County,78702,30.2589422,-97.7179749,95,89,48
"E 6th St, Austin, TX 78702, USA",UnknownHood,Austin,Travis County,78702,30.2623996,-97.7246722,96,91,45
"E 7th St, Austin, TX 78701, USA",UnknownHood,Austin,Travis County,78701,30.2668713,-97.7348557,96,86,63
"E 7th St, Austin, TX 78702, USA",UnknownHood,Austin,Travis County,78702,30.2614402,-97.7172262,96,90,48
"E 8th St, Austin, TX 78702, USA",UnknownHood,Austin,Travis County,78702,30.2648313,-97.7256998,94,85,48
"E 9th St, Austin, TX 78701, USA",UnknownHood,Austin,Travis County,78701,30.268984,-97.7350039,93,87,64
"E 9th St, Austin, TX 78702, USA",UnknownHood,Austin,Travis County,78702,30.266357,-97.7271739,88,85,49
"E Cesar Chavez St, Austin, TX 78702, USA",UnknownHood,Austin,Travis County,78702,30.2548046,-97.7180052,87,98,48
"East Dr, Austin, TX 78705, USA",North University,Austin,Travis County,78705,30.2951742,-97.740519,95,82,65
"East Side Dr, Austin, TX 78704, USA",Greater South River City,Austin,Travis County,78704,30.2397801,-97.7477358,80,72,49
"E Elizabeth St, Austin, TX 78704, USA",Greater South River City,Austin,Travis County,78704,30.2485768,-97.7487728,93,92,55
"W Gibson St, Austin, TX 78704, USA",UnknownHood,Austin,Travis County,78704,30.2522853,-97.7558337,83,80,56
"Gibson St E, Austin, TX 78704, USA",Greater South River City,Austin,Travis County,78704,30.2497383,-97.7491728,93,92,55
"Hunters Trace E, Austin, TX 78758, USA",North Austin Civic Association,Austin,Travis County,78758,30.3679499,-97.7093957,73,78,43
"E Mary St, Austin, TX 78704, USA",Greater South River City,Austin,Travis County,78704,30.2445301,-97.7490953,94,85,52
"E Milton St, Austin, TX 78704, USA",Greater South River City,Austin,Travis County,78704,30.246714,-97.749464,95,88,53
"E Monroe St, Austin, TX 78704, USA",Greater South River City,Austin,Travis County,78704,30.2466086,-97.7458746,86,78,53
"Ebony St, Austin, TX 78704, USA",Bouldin Creek,Austin,Travis County,78704,30.2567379,-97.7559607,77,87,58
"Edgewood Ave, Austin, TX 78722, USA",Cherrywood,Austin,Travis County,78722,30.2893963,-97.7189278,72,90,57
"Eilers Ave, Austin, TX 78751, USA",UnknownHood,Austin,Travis County,78751,30.3093052,-97.7197892,74,96,53
"El Paso St, Austin, TX 78704, USA",Dawson,Austin,Travis County,78704,30.2356262,-97.7606489,81,74,49
"Elkhart St, Austin, TX 78702, USA",Holly,Austin,Travis County,78702,30.2573305,-97.7222601,94,91,47
"Ellingson Ln, Austin, TX 78751, USA",Central Austin,Austin,Travis County,78751,30.3030569,-97.7183951,86,86,52
"Elm St, Austin, TX 78703, USA",Clarksville,Austin,Travis County,78703,30.279738,-97.7581407,89,92,48
"Elmont Dr, Austin, TX 78741, USA",East Riverside - Oltorf,Austin,Travis County,78741,30.2391059,-97.7201472,73,85,56
"Elmwood Pl, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.2905858,-97.7334204,78,94,72
"Embassy Dr, Austin, TX 78702, USA",Central East Austin,Austin,Travis County,78702,30.267631,-97.7321492,93,78,59
"Emilie Ln, Austin, TX 78731, USA",UnknownHood,Austin,Travis County,78731,30.3104218,-97.7498477,83,82,47
"Ethel St, Austin, TX 78704, USA",Zilker,Austin,Travis County,78704,30.2581105,-97.7634114,82,80,48
"Euclid Ave, Austin, TX 78704, USA",UnknownHood,Austin,Travis County,78704,30.2397515,-97.7560852,92,74,50
"Euneva St, Austin, TX 78702, USA",Rosewood,Austin,Travis County,78702,30.273359,-97.7078081,74,93,49
"Eva St, Austin, TX 78704, USA",Bouldin Creek,Austin,Travis County,78704,30.2464275,-97.7521274,97,88,54
"Evans Ave, Austin, TX 78751, USA",UnknownHood,Austin,Travis County,78751,30.3132536,-97.7193469,77,99,52
"Evergreen Ave, Austin, TX 78704, USA",Zilker,Austin,Travis County,78704,30.250196,-97.7651591,84,77,48
"Exmoor Dr, Austin, TX 78757, USA",Wooten,Austin,Travis County,78757,30.359799,-97.7283989,79,80,50
"Fairfax Walk, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.2930165,-97.7297745,76,91,68
"Fairfield Dr, Austin, TX 78757, USA",UnknownHood,Austin,Travis County,78757,30.3604898,-97.7165046,81,80,47
"Fairfield Ln, Austin, TX 78751, USA",Hyde Park,Austin,Travis County,78751,30.3103882,-97.720086,71,98,53
"Fairwood Rd, Austin, TX 78722, USA",UnknownHood,Austin,Travis County,78722,30.3014769,-97.7116823,72,73,49
"Falmouth Dr, Austin, TX 78757, USA",Wooten,Austin,Travis County,78757,30.3588224,-97.7277173,79,79,50
"Ferdinand St, Austin, TX 78702, USA",Chestnut,Austin,Travis County,78702,30.2796342,-97.718457,83,86,54
"Fernwood Rd, Austin, TX 78722, USA",UnknownHood,Austin,Travis County,78722,30.3017632,-97.7133834,71,74,50
"Fletcher St, Austin, TX 78704, USA",Bouldin Creek,Austin,Travis County,78704,30.2433162,-97.758454,94,71,51
"Flores St, Austin, TX 78702, USA",East Cesar Chavez,Austin,Travis County,78702,30.2537425,-97.7362365,77,94,50
"Fontana Dr, Austin, TX 78704, USA",Dawson,Austin,Travis County,78704,30.2331328,-97.761287,79,74,49
"Ford St, Austin, TX 78704, USA",Zilker,Austin,Travis County,78704,30.2538595,-97.7729656,82,90,44
"Forest Ave, Austin, TX 78704, USA",UnknownHood,Austin,Travis County,78704,30.2405024,-97.756495,92,74,50
"Fort View Rd, Austin, TX 78704, USA",South Lamar,Austin,Travis County,78704,30.2304286,-97.7864472,77,79,54
"Foster Ave, Austin, TX 78703, USA",Westfield,Austin,Travis County,78703,30.2772661,-97.7721777,71,75,41
"Foster Ln, Austin, TX 78757, USA",Allandale,Austin,Travis County,78757,30.3584044,-97.740193,77,86,49
"Francis Ave, Austin, TX 78703, USA",Clarksville,Austin,Travis County,78703,30.2774455,-97.7653481,77,82,42
"Frazier Ave, Austin, TX 78704, USA",Zilker,Austin,Travis County,78704,30.2493564,-97.7748635,88,86,46
"Frederick St, Austin, TX 78704, USA",Dawson,Austin,Travis County,78704,30.230753,-97.7606168,74,71,49
"French Pl, Austin, TX 78722, USA",Cherrywood,Austin,Travis County,78722,30.2868772,-97.7192524,76,94,58
"Frontier Trail, Austin, TX 78745, USA",South Austin,Austin,Travis County,78745,30.2281693,-97.7943119,71,80,54
"Fruth St, Austin, TX 78705, USA",North University,Austin,Travis County,78705,30.2968258,-97.7406673,95,91,64
"Galewood Dr, Austin, TX 78758, USA",North Austin Civic Association,Austin,Travis County,78758,30.3670635,-97.7152819,73,73,45
"Garden St, Austin, TX 78702, USA",East Austin,Austin,Travis County,78702,30.2546488,-97.7267181,89,97,47
"Garner Ave, Austin, TX 78704, USA",Zilker,Austin,Travis County,78704,30.2570171,-97.7675377,76,81,46
"Garwood St, Austin, TX 78702, USA",Govalle,Austin,Travis County,78702,30.2604349,-97.7071026,83,97,47
"Gathright Cove, Austin, TX 78704, USA",South Lamar,Austin,Travis County,78704,30.232287,-97.7877346,75,79,55
"Gault St, Austin, TX 78757, USA",UnknownHood,Austin,Travis County,78757,30.3501993,-97.7186116,74,83,54
"Gaylor St, Austin, TX 78752, USA",Highland,Austin,Travis County,78752,30.3336381,-97.7195086,82,96,57
"Gem Cir, Austin, TX 78704, USA",Dawson,Austin,Travis County,78704,30.2339602,-97.7592581,76,72,49
"Georgian St, Austin, TX 78756, USA",Brentwood,Austin,Travis County,78756,30.3216864,-97.7363688,83,81,55
"Givens Ave, Austin, TX 78722, USA",East Austin,Austin,Travis County,78722,30.281524,-97.7155906,79,85,54
"Glen Allen St, Austin, TX 78704, USA",South Lamar,Austin,Travis County,78704,30.2409032,-97.7815457,76,76,46
"Glencrest Dr, Austin, TX 78723, USA",Windsor Park,Austin,Travis County,78723,30.3182188,-97.69414,72,75,45
"Glenvalley Dr, Austin, TX 78723, USA",Windsor Park,Austin,Travis County,78723,30.3167495,-97.6923377,73,81,45
"Glenview Ave, Austin, TX 78703, USA",Old West Austin,Austin,Travis County,78703,30.3041131,-97.7531676,81,90,45
"Glenwood Dr, Austin, TX 78723, USA",Windsor Park,Austin,Travis County,78723,30.3196197,-97.6962089,75,73,45
"Gonzales St, Austin, TX 78702, USA",Govalle,Austin,Travis County,78702,30.2585645,-97.7046954,79,97,49
"Goodnight Ln, Austin, TX 78757, USA",Brentwood,Austin,Travis County,78757,30.3376212,-97.7338326,77,85,49
"Goodrich Ave, Austin, TX 78704, USA",UnknownHood,Austin,Travis County,78704,30.2502313,-97.7723863,86,87,46
"Govalle Ave, Austin, TX 78702, USA",Govalle,Austin,Travis County,78702,30.2660111,-97.7021915,73,87,47
"Graham Pl, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.2900202,-97.7452949,94,98,65
"Graham St, Austin, TX 78702, USA",Rosewood,Austin,Travis County,78702,30.2736197,-97.7103309,75,90,49
"Grandview St, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.3009805,-97.7444436,92,91,58
"Grayson Ln, Austin, TX 78722, USA",Cherrywood,Austin,Travis County,78722,30.289456,-97.708787,76,89,50
"Great Hills Trl, Austin, TX 78759, USA",UnknownHood,Austin,Travis County,78759,30.3941286,-97.7496856,72,75,35
"Gregory St, Austin, TX 78702, USA",Blackshear-Prospect Hill,Austin,Travis County,78702,30.2678062,-97.7221188,90,90,
"Griffith St, Austin, TX 78705, USA",North University,Austin,Travis County,78705,30.299544,-97.7330529,73,100,
"Grooms St, Austin, TX 78705, USA",North University,Austin,Travis County,78705,30.2971012,-97.7338505,78,91,
"Grover Ave, Austin, TX 78757, USA",UnknownHood,Austin,Travis County,78757,30.338453,-97.7242674,74,89,
"Guadalupe St, Austin, TX 78752, USA",UnknownHood,Austin,Travis County,78752,30.3075056,-97.7351387,82,98,
"Gunter St, Austin, TX 78702, USA",UnknownHood,Austin,Travis County,78702,30.2648512,-97.6989103,71,88,
"Gunter St, Austin, TX 78721, USA",UnknownHood,Austin,Travis County,78721,30.2648512,-97.6989103,71,88,
"Hackberry St, Austin, TX 78702, USA",Central East Austin,Austin,Travis County,78702,30.2699954,-97.7259127,88,93,
"Half Penny Rd, Austin, TX 78722, USA",Cherrywood,Austin,Travis County,78722,30.291905,-97.7124175,75,81,
"Hamilton Ave, Austin, TX 78702, USA",Blackshear-Prospect Hill,Austin,Travis County,78702,30.2671734,-97.7186183,88,90,
"Hammack Dr, Austin, TX 78752, USA",Highland,Austin,Travis County,78752,30.3296561,-97.7199279,75,97,
"Hampton Rd, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.2922051,-97.7277619,78,92,
"Happy Hollow Ln, Austin, TX 78703, USA",Bryker Woods,Austin,Travis County,78703,30.3082746,-97.7554979,79,84,
"Hardeman St, Austin, TX 78704, USA",Dawson,Austin,Travis County,78704,30.2344133,-97.7588722,76,72,
"Hardy Cir, Austin, TX 78757, USA",Crestview,Austin,Travis County,78757,30.3472126,-97.7331088,79,85,
"Hardy Dr, Austin, TX 78757, USA",UnknownHood,Austin,Travis County,78757,30.3482103,-97.7315051,77,86,
"Hargrave St, Austin, TX 78702, USA",Rosewood,Austin,Travis County,78702,30.272177,-97.7097699,73,87,
"Harmon Ave, Austin, TX 78705, USA",UnknownHood,Austin,Travis County,78705,30.293178,-97.7220291,79,92,
"Harmon Ave, Austin, TX 78751, USA",UnknownHood,Austin,Travis County,78751,30.3046887,-97.7156085,86,83,
"Harriet Ct, Austin, TX 78756, USA",Brentwood,Austin,Travis County,78756,30.3231618,-97.7357422,77,83,
"Harris Ave, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.2946255,-97.7285162,74,88,
"Harris Park Ave, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.2920712,-97.7315334,77,93,
"Hart Ln, Austin, TX 78731, USA",UnknownHood,Austin,Travis County,78731,30.355931,-97.7559293,76,75,
"Harthan St, Austin, TX 78703, USA",UnknownHood,Austin,Travis County,78703,30.2736691,-97.7575522,95,84,
"Harvard St, Austin, TX 78702, USA",Blackshear-Prospect Hill,Austin,Travis County,78702,30.2652693,-97.7149132,83,77,
"Harvey St, Austin, TX 78702, USA",East Austin,Austin,Travis County,78702,30.278215,-97.7047319,77,98,
"Haskell St, Austin, TX 78702, USA",East Austin,Austin,Travis County,78702,30.2529108,-97.7276902,80,97,
"Hathaway Dr, Austin, TX 78757, USA",Wooten,Austin,Travis County,78757,30.36555,-97.7262953,71,75,
"Havana St, Austin, TX 78704, USA",Dawson,Austin,Travis County,78704,30.2329315,-97.7613833,79,74,
"Haywood Ave, Austin, TX 78704, USA",Bouldin Creek,Austin,Travis County,78704,30.2577332,-97.7483506,82,98,
"Hearn St, Austin, TX 78703, USA",Westfield,Austin,Travis County,78703,30.2797196,-97.7724139,72,74,
"Helen St, Austin, TX 78751, USA",North Loop,Austin,Travis County,78751,30.3154521,-97.7123772,76,96,
"Helms St, Austin, TX 78705, USA",North University,Austin,Travis County,78705,30.2970487,-97.7350434,84,93,
"Hemlock Ave, Austin, TX 78722, USA",Cherrywood,Austin,Travis County,78722,30.2877087,-97.7150058,76,86,
"Hemphill Park, Austin, TX 78705, USA",North University,Austin,Travis County,78705,30.2960454,-97.7399047,95,82,
"Hether St, Austin, TX 78704, USA",Zilker,Austin,Travis County,78704,30.2511885,-97.7705852,88,87,
"Hidalgo St, Austin, TX 78702, USA",East Austin,Austin,Travis County,78702,30.2590823,-97.7123211,93,95,
"Highland Ave, Austin, TX 78703, USA",UnknownHood,Austin,Travis County,78703,30.2757333,-97.7606763,86,84,
"Hillcrest Dr, Austin, TX 78723, USA",Windsor Park,Austin,Travis County,78723,30.3177154,-97.6960812,72,74,
"Hillmont St, Austin, TX 78704, USA",Zilker,Austin,Travis County,78704,30.2601338,-97.7604597,82,78,
"Hillside Ave, Austin, TX 78704, USA",Greater South River City,Austin,Travis County,78704,30.2510377,-97.7456381,82,89,
"Hilwin Cir, Austin, TX 78756, USA",Rosedale,Austin,Travis County,78756,30.3207765,-97.744962,72,81,
"William Holland Ave, Austin, TX 78756, USA",Brentwood,Austin,Travis County,78756,30.3280455,-97.7380575,84,86,
"Holly St, Austin, TX 78702, USA",East Austin,Austin,Travis County,78702,30.2542012,-97.728284,80,97,
"Hollywood Ave, Austin, TX 78722, USA",Cherrywood,Austin,Travis County,78722,30.2920276,-97.7190931,76,83,
"Holmes Ct, Austin, TX 78702, USA",Rosewood,Austin,Travis County,78702,30.2729974,-97.7111184,71,94,
"Holton St, Austin, TX 78702, USA",Govalle,Austin,Travis County,78702,30.257671,-97.706029,78,98,
"Home Ln, Austin, TX 78705, USA",North University,Austin,Travis County,78705,30.300098,-97.7360177,85,100,
"Huisache St, Austin, TX 78751, USA",North Loop,Austin,Travis County,78751,30.3199086,-97.7289537,73,90,
"Inks Ave, Austin, TX 78702, USA",Central East Austin,Austin,Travis County,78702,30.2659383,-97.7278076,95,83,
"Inner Campus Drive, Austin, TX 78712, USA",University of Texas at Austin,Austin,Travis County,78712,30.2858491,-97.7379571,88,80,
"Inner Campus Drive, Austin, TX 78705, USA",University of Texas at Austin,Austin,Travis County,78705,30.2858491,-97.7379571,88,80,
"Irma Dr, Austin, TX 78752, USA",Highland,Austin,Travis County,78752,30.3311241,-97.7190248,79,97,
"Isabelle Dr, Austin, TX 78752, USA",Highland,Austin,Travis County,78752,30.3334695,-97.7136404,73,93,
"Iva Ln, Austin, TX 78704, USA",South Lamar,Austin,Travis County,78704,30.246484,-97.773489,83,76,
"Jefferson St, Austin, TX 78731, USA",UnknownHood,Austin,Travis County,78731,30.3091451,-97.750643,87,86,
"Jennie Ave, Austin, TX 78703, USA",Clarksville,Austin,Travis County,78703,30.2785642,-97.7648366,74,84,
"Jessie St, Austin, TX 78704, USA",Zilker,Austin,Travis County,78704,30.2600311,-97.7608757,82,78,
"Jester Cir, Austin, TX 78712, USA",University of Texas at Austin,Austin,Travis County,78712,30.2815188,-97.7359036,80,90,
"Jewell St, Austin, TX 78704, USA",Bouldin Creek,Austin,Travis County,78704,30.251439,-97.7583945,80,79,
"Jim Hogg Ave, Austin, TX 78756, USA",Brentwood,Austin,Travis County,78756,30.327473,-97.7368565,79,84,
"Joe Sayers Ave, Austin, TX 78756, USA",Brentwood,Austin,Travis County,78756,30.3268973,-97.735659,77,78,
"Jollyville Rd, Austin, TX 78759, USA",UnknownHood,Austin,Travis County,78759,30.4065779,-97.7478949,77,74,
"Josephine St, Austin, TX 78704, USA",Zilker,Austin,Travis County,78704,30.2592666,-97.7602411,84,73,
"Julian Teran St, Austin, TX 78702, USA",Holly,Austin,Travis County,78702,30.257268,-97.7166529,92,92,
"Juliet St, Austin, TX 78704, USA",Zilker,Austin,Travis County,78704,30.2588925,-97.7629489,78,78,
"Julius St, Austin, TX 78702, USA",Holly,Austin,Travis County,78702,30.252389,-97.717123,78,90,
"Juniper St, Austin, TX 78702, USA",Central East Austin,Austin,Travis County,78702,30.2699974,-97.7293705,89,85,
"Kamar Dr, Austin, TX 78757, USA",Wooten,Austin,Travis County,78757,30.3567772,-97.7185518,74,73,
"Kawnee Dr, Austin, TX 78752, USA",Highland,Austin,Travis County,78752,30.3366677,-97.7156064,82,95,
"Keasbey St, Austin, TX 78751, USA",Central Austin,Austin,Travis County,78751,30.304683,-97.721445,81,88,
"Keats Dr, Austin, TX 78704, USA",South Lamar,Austin,Travis County,78704,30.2358831,-97.7873618,74,76,
"Keith Ln, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.2914707,-97.725687,78,90,
"Kenbridge Dr, Austin, TX 78757, USA",Wooten,Austin,Travis County,78757,30.3598476,-97.7258448,74,76,
"Kenniston Dr, Austin, TX 78752, USA",Highland,Austin,Travis County,78752,30.3344935,-97.7158224,82,96,
"Kerbey Ln, Austin, TX 78703, USA",UnknownHood,Austin,Travis County,78703,30.3036354,-97.752537,77,88,
"Kern Ramble St, Austin, TX 78722, USA",Cherrywood,Austin,Travis County,78722,30.2897658,-97.7159987,72,82,
"Kim Ln, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.2914696,-97.7242915,78,90,
"Kimble Cove, Austin, TX 78757, USA",Wooten,Austin,Travis County,78757,30.3611034,-97.7217151,76,74,
"Kings Ln, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.3002021,-97.7428064,93,99,
"Kingsbury St, Austin, TX 78703, USA",Old West Austin,Austin,Travis County,78703,30.281376,-97.7528268,71,74,
"Kingwood Cove, Austin, TX 78757, USA",Wooten,Austin,Travis County,78757,30.3577081,-97.7227758,73,72,
"Kinney Ave, Austin, TX 78704, USA",UnknownHood,Austin,Travis County,78704,30.2505702,-97.7693034,88,87,
"Kinney Rd, Austin, TX 78704, USA",South Lamar,Austin,Travis County,78704,30.245846,-97.773892,85,83,
"Kiowa Pass, Austin, TX 78745, USA",South Austin,Austin,Travis County,78745,30.2272931,-97.7993845,75,75,
"Kirk Ave, Austin, TX 78702, USA",UnknownHood,Austin,Travis County,78702,30.265655,-97.6968402,73,86,
"Kirkwood Rd, Austin, TX 78722, USA",Cherrywood,Austin,Travis County,78722,30.2950694,-97.7148029,73,79,
"Knight Cir, Austin, TX 78723, USA",Windsor Park,Austin,Travis County,78723,30.3062926,-97.6983477,75,72,
"Kromer St, Austin, TX 78757, USA",Wooten,Austin,Travis County,78757,30.35878,-97.7185805,76,77,
"La Casa Dr, Austin, TX 78704, USA",UnknownHood,Austin,Travis County,78704,30.2481426,-97.7811483,80,78,
"La Mesa Dr, Austin, TX 78704, USA",Dawson,Austin,Travis County,78704,30.2363974,-97.7610218,84,74,
"La Vista St, Austin, TX 78704, USA",Dawson,Austin,Travis County,78704,30.2326998,-97.7589265,82,73,
"Lafayette Ave, Austin, TX 78722, USA",East Austin,Austin,Travis County,78722,30.2887719,-97.7193417,72,90,
"Laird Dr, Austin, TX 78756, USA",Brentwood,Austin,Travis County,78756,30.3351096,-97.7384966,89,82,
"Lamar Pl, Austin, TX 78752, USA",Highland,Austin,Travis County,78752,30.3312997,-97.7221554,81,93,
"Lamar Square Dr, Austin, TX 78704, USA",Zilker,Austin,Travis County,78704,30.2546751,-97.7635065,77,74,
"Lambie St, Austin, TX 78701, USA",UnknownHood,Austin,Travis County,78701,30.2559018,-97.7365093,86,96,
"Lambie St, Austin, TX 78702, USA",UnknownHood,Austin,Travis County,78702,30.2559018,-97.7365093,86,96,
"Lamplight Village Cir, Austin, TX 78727, USA",Lamplight Village,Austin,Travis County,78727,30.4167985,-97.6959505,73,73,
"Lancaster Dr, Austin, TX 78723, USA",Mueller,Austin,Travis County,78723,30.3054619,-97.7077932,81,79,
"Landon Ln, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.2938969,-97.7294981,71,92,
"Lanier Dr, Austin, TX 78757, USA",Wooten,Austin,Travis County,78757,30.360934,-97.7264058,71,77,
"Larkspur Rd, Austin, TX 78758, USA",North Austin Civic Association,Austin,Travis County,78758,30.3582427,-97.7125828,74,71,
"Larry Ln, Austin, TX 78722, USA",Cherrywood,Austin,Travis County,78722,30.2870718,-97.7133879,81,85,
"Laurel Ln, Austin, TX 78705, USA",North University,Austin,Travis County,78705,30.2966102,-97.7376951,87,95,
"Lawnmont Ave, Austin, TX 78756, USA",UnknownHood,Austin,Travis County,78756,30.3280296,-97.7427006,75,90,
"Lawson Ln, Austin, TX 78702, USA",Central East Austin,Austin,Travis County,78702,30.268528,-97.7222631,90,90,
"Lazy Ln, Austin, TX 78757, USA",UnknownHood,Austin,Travis County,78757,30.3528806,-97.7190665,71,80,
"Le Grande Ave, Austin, TX 78704, USA",Greater South River City,Austin,Travis County,78704,30.2529637,-97.7448465,76,89,
"Lee Barton Dr, Austin, TX 78704, USA",Zilker,Austin,Travis County,78704,30.2621377,-97.7574112,86,91,
"Leon St, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.2882597,-97.7493435,91,94,
"Leona St, Austin, TX 78702, USA",East Austin,Austin,Travis County,78702,30.2769971,-97.7226436,85,88,
"Leona St, Austin, TX 78722, USA",East Austin,Austin,Travis County,78722,30.2824564,-97.723827,77,92,
"Leonard St, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.290063,-97.7306333,76,89,
"Lewis Ln, Austin, TX 78756, USA",Rosedale,Austin,Travis County,78756,30.3103998,-97.743739,88,94,
"Liberty St, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.295596,-97.7305766,71,91,
"Lincoln St, Austin, TX 78702, USA",Blackshear-Prospect Hill,Austin,Travis County,78702,30.2651936,-97.7195208,90,85,
"Lindell Ave, Austin, TX 78704, USA",Bouldin Creek,Austin,Travis County,78704,30.2416453,-97.7532841,93,86,
"Linden St, Austin, TX 78702, USA",Govalle,Austin,Travis County,78702,30.263218,-97.705882,71,94,
"Linscomb Ave, Austin, TX 78704, USA",Zilker,Austin,Travis County,78704,30.2611745,-97.7649065,75,83,
"Lipscomb St, Austin, TX 78705, USA",North University,Austin,Travis County,78705,30.2976722,-97.7374077,87,95,
"Llano St, Austin, TX 78702, USA",Holly,Austin,Travis County,78702,30.2525412,-97.7145466,75,92,
"Lockhart Dr, Austin, TX 78704, USA",Greater South River City,Austin,Travis County,78704,30.2434545,-97.7477168,84,74,
"Lodge Ct, Austin, TX 78758, USA",North Austin Civic Association,Austin,Travis County,78758,30.3658534,-97.7106759,72,80,
"Logwood Dr, Austin, TX 78757, USA",North Shoal Creek,Austin,Travis County,78757,30.3628498,-97.7331184,75,86,
"Lone Oak Dr, Austin, TX 78704, USA",Greater South River City,Austin,Travis County,78704,30.2395253,-97.7493743,85,73,
"Long Bow Ln, Austin, TX 78704, USA",Greater South River City,Austin,Travis County,78704,30.2354148,-97.7517113,80,72,
"Longview St, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.2883878,-97.7508479,87,82,
"Lorrain St, Austin, TX 78703, USA",UnknownHood,Austin,Travis County,78703,30.279805,-97.7557151,84,92,
"Lovingood Dr, Austin, TX 78721, USA",MLK,Austin,Travis County,78721,30.2808727,-97.7022207,74,97,
"Lullwood Rd, Austin, TX 78722, USA",Cherrywood,Austin,Travis County,78722,30.297212,-97.7132781,80,76,
"Luther Ln, Austin, TX 78705, USA",Central Austin,Austin,Travis County,78705,30.2926947,-97.7234801,80,92,
"Lydia St, Austin, TX 78702, USA",East Austin,Austin,Travis County,78702,30.2673678,-97.7282864,93,87,
"Lyman Pl, Austin, TX 78756, USA",Brentwood,Austin,Travis County,78756,30.3221611,-97.7362769,84,84,
"Lynn St, Austin, TX 78702, USA",Holly,Austin,Travis County,78702,30.2535236,-97.7247768,85,98,
"Lynndale Dr, Austin, TX 78756, USA",Brentwood,Austin,Travis County,78756,30.3201207,-97.7371805,82,78,
"Lynnwood St, Austin, TX 78756, USA",Rosedale,Austin,Travis County,78756,30.3220391,-97.740458,81,86,
