30.2519969,-97.7449865
30.2576757,-97.7232322
30.3314746,-97.7389988
30.2959096,-97.7080269
30.2448346,-97.74385
30.3363869,-97.7333988
30.2806896,-97.7092616
30.3338328,-97.7335729
30.2555783,-97.7053563
30.2495659,-97.7736796
30.2713034,-97.7275277
30.3415463,-97.7137242
30.2710569,-97.724761
30.2541272,-97.7705758
30.2507104,-97.7772481
30.2530825,-97.7234652
30.2286081,-97.7981937
30.299071,-97.7147
30.249204,-97.7794674
30.3185437,-97.6921758
30.256105,-97.7706568
30.3603267,-97.7337095
30.2939222,-97.7146491
30.2772715,-97.7704765
30.2622368,-97.7303524
30.2771138,-97.7647323
30.3093022,-97.7327442
30.3076599,-97.7326118
30.3123804,-97.7283754
30.311962,-97.727538
30.311962,-97.727538
30.311094,-97.725572
30.311094,-97.725572
30.3117498,-97.723848
30.3189434,-97.7191608
30.3092906,-97.7243107
30.306384,-97.7457098
30.3074444,-97.7448565
30.287058,-97.7082591
30.3433348,-97.7179333
30.3517599,-97.7260346
30.3042216,-97.7251066
30.2419209,-97.7530561
30.247328,-97.7850526
30.2458731,-97.7829447
30.2518853,-97.7699057
30.2742796,-97.753773
30.2903987,-97.7296223
30.2977053,-97.7217218
30.3562531,-97.7195463
30.3584496,-97.714795
30.3554214,-97.7256381
30.2914088,-97.7330453
30.3130324,-97.7405835
30.2357259,-97.7588269
30.293974,-97.7335161
30.3096427,-97.7143714
30.3050797,-97.7553152
30.3424631,-97.7133723
30.275187,-97.7555529
30.2501217,-97.773908
30.2529328,-97.7732693
30.2588069,-97.7597701
30.3547901,-97.7227409
30.2535664,-97.7452684
30.2526207,-97.7576366
30.269738,-97.75317
30.3658508,-97.7271997
30.2979169,-97.7674495
30.2445301,-97.7490953
30.2974579,-97.7161083
30.2704391,-97.7312948
30.4179583,-97.6965203
30.417395,-97.6965404
30.264524,-97.7040749
30.2721751,-97.7398053
30.2865364,-97.7182782
30.2343361,-97.7597077
30.2493841,-97.7603724
30.3149465,-97.6942612
30.3660629,-97.7139505
30.3645425,-97.7340529
30.2099446,-97.8142014
30.2337221,-97.760215
30.2544474,-97.7109631
30.3565012,-97.7297239
30.2469697,-97.7638769
30.3604228,-97.711904
30.2408649,-97.7483047
30.318739,-97.6938156
