Address,Hood,Town,County,Zip,Lat,Lng,Walk Score,Bike Score,Transit Score
"Cool River Loop, Round Rock, TX 78665, USA",Lake Forest,Round Rock,Williamson County,78665,30.4989422,-97.6181284,52,45,0
"Cool Shadow Dr, Austin, TX 78617, USA",Carson Creek,Austin,Travis County,78617,30.223683,-97.6675503,12,21,36
"Cool Water Dr, Austin, TX 78748, USA",UnknownHood,Austin,Travis County,78748,30.1578649,-97.8163979,13,45,0
"Coolbrook Dr, Austin, TX 78724, USA",UnknownHood,Austin,Travis County,78724,30.3047515,-97.655473,15,60,39
"Coolidge Ln, Lago Vista, TX 78645, USA",Highland Lake Estates,Lago Vista,Travis County,78645,30.433482,-97.9909566,1,9,0
"Coomes Dr, Berdoll Farms, TX 78617, USA",Berdoll Farms,UnknownTown,Travis County,78617,30.1705081,-97.611836,11,29,26
"Coomes Pl, Cedar Park, TX 78613, USA",UnknownHood,Cedar Park,Williamson County,78613,30.4909793,-97.8509511,7,39,0
"Cooper Cir, Lago Vista, TX 78645, USA",UnknownHood,Lago Vista,Travis County,78645,30.43417,-97.989113,2,5,0
"Cooper Dr, Austin, TX 78753, USA",Georgian Acres,Austin,Travis County,78753,30.3603642,-97.6966242,78,63,48
"Cooper Hill Dr, Austin, TX 78758, USA",North Austin Civic Association,Austin,Travis County,78758,30.3795015,-97.6999943,28,56,40
"Cooper Ln, Texas 78645, USA",UnknownHood,UnknownTown,Travis County,78645,30.4326758,-97.9897004,1,2,0
"Coopers Hawk Cove, Falconhead, TX 78738, USA",Falconhead,UnknownTown,Travis County,78738,30.322025,-97.9665555,17,17,0
"Coopers Hawk Path, Pflugerville, TX 78660, USA",Kuempel Tract Phase 1,Pflugerville,Travis County,78660,30.445791,-97.6277856,49,50,0
"Copano Ct, Austin, TX 78749, USA",South Austin,Austin,Travis County,78749,30.212286,-97.8500507,25,57,32
"Copano Cove, Chandler Creek, TX 78664, USA",Chandler Creek,UnknownTown,Williamson County,78664,30.5338468,-97.6570589,4,25,0
"Copano Dr, Austin, TX 78749, USA",South Austin,Austin,Travis County,78749,30.2053563,-97.8529617,24,49,31
"Copeland St, Austin, TX 78704, USA",Bouldin Creek,Austin,Travis County,78704,30.2535099,-97.7535646,77,83,58
"Copford Ln, Twin Creeks, TX 78613, USA",Twin Creeks,UnknownTown,Travis County,78613,30.4713636,-97.852949,7,8,0
"Copper Cliff Ave, Austin, TX 78727, USA",Lamplight Village,Austin,Travis County,78727,30.4226129,-97.6956639,46,56,26
"Copper Hills Dr, Texas 78652, USA",UnknownHood,UnknownTown,Hays County,78652,30.1424104,-97.8822348,5,21,0
"Copper Mt Cove, Austin, TX 78746, USA",Crested Butte Hillside,Austin,Travis County,78746,30.2629391,-97.8018826,46,33,25
"Copper Pass, West Oak Hill, TX 78737, USA",West Oak Hill,UnknownTown,Travis County,78737,30.2283695,-97.8994555,12,16,0
"Copperas Dr, Austin, TX 78749, USA",South Austin,Austin,Travis County,78749,30.2127906,-97.8511506,25,57,32
"Copperbend Blvd, Austin, TX 78744, USA",Southeast Austin,Austin,Travis County,78744,30.1967621,-97.7404086,47,46,40
"Copperfield Dr, Austin, TX 78753, USA",Copperfield,Austin,Travis County,78753,30.3954763,-97.6595053,16,42,30
"Copperhead Cove, Pflugerville, TX 78664, USA",Springbrook,Pflugerville,Travis County,78664,30.4702311,-97.6501027,24,38,0
"Copperhead Dr, Pflugerville, TX 78664, USA",Springbrook,Pflugerville,Travis County,78664,30.4671698,-97.6495914,23,38,0
"Copperleaf Trail, Texas 78652, USA",UnknownHood,UnknownTown,Hays County,78652,30.1415378,-97.8813505,6,25,0
"Copperleaf Rd, Lakeway, TX 78734, USA",UnknownHood,Lakeway,Travis County,78734,30.3727583,-97.9737366,8,20,0
"Copperlilly Cove, Anderson Mill West, TX 78613, USA",Anderson Mill West,UnknownTown,Williamson County,78613,30.4626696,-97.8312803,47,48,0
"Copperlily Cove, Austin, TX 78759, USA",The Arbor At Great Hills,Austin,Travis County,78759,30.3982709,-97.7737529,2,18,0
"Coppermead Ln, Chimney Hills North, TX 78754, USA",Chimney Hills North,UnknownTown,Travis County,78754,30.3329479,-97.6467244,12,31,0
"Copperplace Dr, Texas 78652, USA",UnknownHood,UnknownTown,Hays County,78652,30.1401979,-97.8819262,6,24,0
"Copperwood Dr, Austin, TX 78735, USA",Oak Hill,Austin,Travis County,78735,30.2509815,-97.8244937,13,26,0
"Coquina Ln, West Lake Hills, TX 78746, USA",UnknownHood,West Lake Hills,Travis County,78746,30.2840004,-97.7972468,25,26,0
"Cora Cove, Cedar Park, TX 78613, USA",UnknownHood,Cedar Park,Williamson County,78613,30.4899848,-97.8296549,52,56,0
"Cora Marie Cove, Pflugerville, TX 78660, USA",Heatherwilde,Pflugerville,Travis County,78660,30.4637519,-97.628228,11,33,0
"Cora Marie Dr, Pflugerville, TX 78660, USA",Heatherwilde,Pflugerville,Travis County,78660,30.4649162,-97.6285029,14,33,0
"Corabella Pl, Bella Vista, TX 78613, USA",Bella Vista,UnknownTown,Travis County,78613,30.4629909,-97.8456847,7,22,0
"Coral Cay Ln, Pflugerville, TX 78664, USA",Cambridge Heights,Pflugerville,Travis County,78664,30.468838,-97.6451759,20,36,0
"Coral Dr, Cedar Park, TX 78613, USA",Cypress Bend,Cedar Park,Williamson County,78613,30.4787757,-97.8454431,45,50,0
"Coral Gables Ct, Austin, TX 78747, USA",Onion Creek,Austin,Travis County,78747,30.1359927,-97.7925472,36,29,0
"Coralberry Cove, Steiner Ranch Neighborhood Association, TX 78732, USA",Steiner Ranch Neighborhood Association,UnknownTown,Travis County,78732,30.3710336,-97.8968159,24,23,0
"Coralvine Cove, Barton Creek, TX 78735, USA",The Estates Above Lost Creek,Barton Creek,Travis County,78735,30.2823497,-97.8724763,14,19,0
"Corbe Dr, Austin, TX 78726, USA",Canyon Creek,Austin,Travis County,78726,30.4317601,-97.8310741,4,10,0
"Corbin Way, Cedar Park, TX 78613, USA",UnknownHood,Cedar Park,Williamson County,78613,30.526562,-97.867215,26,27,0
"Cordell Ln, Austin, TX 78723, USA",Pecan Springs Springdale,Austin,Travis County,78723,30.3011884,-97.6793434,59,50,40
"Cordill Ln, Texas 78669, USA",UnknownHood,UnknownTown,Travis County,78669,30.3525288,-98.0487645,6,1,0
"Cordoba Dr, Austin, TX 78724, USA",UnknownHood,Austin,Travis County,78724,30.2941764,-97.6415619,12,20,36
"Cordova Dr, Austin, TX 78759, USA",Balcones Woods,Austin,Travis County,78759,30.4045566,-97.7342891,23,57,32
"Coreopsis Dr, Senna Hills, TX 78733, USA",Senna Hills,UnknownTown,Travis County,78733,30.3101575,-97.8986385,0,10,0
"Coriander Cove, Jollyville, TX 78729, USA",Hunter's Chase,Jollyville,Williamson County,78729,30.451668,-97.7666269,24,37,0
"Coridan Dr, Austin, TX 78727, USA",Milwood,Austin,Travis County,78727,30.4366998,-97.742071,37,46,13
"Corinthian St, Lakeway, TX 78734, USA",UnknownHood,Lakeway,Travis County,78734,30.3702236,-97.9952912,9,1,0
"Cork Path, Austin, TX 78745, USA",South Austin,Austin,Travis County,78745,30.2175884,-97.799648,66,55,40
"Cormac Ct, Pflugerville, TX 78660, USA",Springbrook,Pflugerville,Travis County,78660,30.4712089,-97.6365897,13,32,0
"Cormorant Cove, Riverplace, TX 78730, USA",Riverplace,UnknownTown,Travis County,78730,30.3659283,-97.8501168,0,0,0
"Corn Hill Ln, Round Rock, TX 78664, USA",Turtle Creek Village,Round Rock,Williamson County,78664,30.5095766,-97.6581838,18,34,0
"Cornelia Dr, Austin, TX 78749, USA",West Oak Hill,Austin,Travis County,78749,30.2225035,-97.8505172,33,61,31
"Cornell Cove, Lago Vista, TX 78645, USA",Highland Lake Estates,Lago Vista,Travis County,78645,30.4192902,-97.9983106,9,2,0
"Cornell Dr, Pflugerville, TX 78660, USA",Settlers Ridge Phase One,Pflugerville,Travis County,78660,30.4344292,-97.6298424,34,35,0
"Cornell St, Austin, TX 78702, USA",Blackshear-Prospect Hill,Austin,Travis County,78702,30.268404,-97.718164,85,83,48
"Corner Brook Cove, Shady Hollow Estates, TX 78739, USA",Shady Hollow Estates,UnknownTown,Travis County,78739,30.1569845,-97.8692611,1,26,0
"Corner Brook Pass, Shady Hollow Estates, TX 78739, USA",Shady Hollow Estates,UnknownTown,Travis County,78739,30.1581537,-97.867992,2,27,0
"Cornish Cir, Austin, TX 78745, USA",South Austin,Austin,Travis County,78745,30.2130633,-97.814606,64,79,41
"Cornwall Dr, Austin, TX 78748, USA",South Austin,Austin,Travis County,78748,30.1780025,-97.7992327,39,50,43
"Corona Dr, Austin, TX 78723, USA",Windsor Park,Austin,Travis County,78723,30.3100077,-97.6993356,58,71,46
"Coronado Cir, Austin, TX 78752, USA",Coronado Hills,Austin,Travis County,78752,30.3254883,-97.6861163,54,42,44
"Coronado Hills Dr, Austin, TX 78752, USA",St. John/Coronado Hills,Austin,Travis County,78752,30.3263151,-97.686286,56,47,43
"Coronado St, Austin, TX 78702, USA",East Austin,Austin,Travis County,78702,30.2619914,-97.7141931,91,92,48
"Coronet St, Austin, TX 78727, USA",Milwood,Austin,Travis County,78727,30.4223094,-97.7193419,41,55,10
"Corpus Christi Dr, Texas 78729, USA",UnknownHood,UnknownTown,Travis County,78729,30.4452708,-97.7478699,65,58,0
"Corral Ln, Lago Vista, TX 78645, USA",UnknownHood,Lago Vista,Travis County,78645,30.4902698,-97.9794129,2,7,0
"Corran Ferry Dr, Austin, TX 78749, USA",South Austin,Austin,Travis County,78749,30.2000873,-97.8538388,16,39,24
"Corran Ferry Loop, Austin, TX 78749, USA",South Austin,Austin,Travis County,78749,30.202339,-97.8535388,14,41,27
"Corrie Cove, Austin, TX 78749, USA",West Oak Hill,Austin,Travis County,78749,30.2272245,-97.8770131,34,31,31
"Corrientes Cove, Austin, TX 78739, USA",UnknownHood,Austin,Travis County,78739,30.1943871,-97.8721494,37,61,10
"Corsaire Cove, Lakeway, TX 78734, USA",UnknownHood,Lakeway,Travis County,78734,30.364756,-97.9834182,38,28,0
"Corta St, Austin, TX 78702, USA",Holly,Austin,Travis County,78702,30.2565493,-97.717925,87,95,48
"Cortaro Cove, Austin, TX 78729, USA",Los Indios,Austin,Williamson County,78729,30.4430141,-97.7655211,27,40,25
"Cortez Dr, Anderson Mill West, TX 78613, USA",Anderson Mill West,UnknownTown,Travis County,78613,30.4644832,-97.8399494,21,33,0
"Cortina Dr, Austin, TX 78749, USA",South Austin,Austin,Travis County,78749,30.200452,-97.8505427,13,34,28
"Corto Ln, Texas 78733, USA",UnknownHood,UnknownTown,Travis County,78733,30.3374897,-97.8591929,3,11,0
"Corto Rd, Austin, TX 78744, USA",Southeast Austin,Austin,Travis County,78744,30.2181308,-97.6854412,19,28,37
"Corto Dr, Austin, TX 78744, USA",Southeast Austin,Austin,Travis County,78744,30.2193192,-97.6868838,25,27,37
"Cortona Dr, West Lake Hills, TX 78746, USA",UnknownHood,West Lake Hills,Travis County,78746,30.2879647,-97.8073004,12,17,0
"Corum Cove, Texas 78746, USA",UnknownHood,UnknownTown,Travis County,78746,30.3289551,-97.7876164,1,17,0
"Corum Ridge Cove, Austin, TX 78617, USA",Stoney Ridge,Austin,Travis County,78617,30.1558973,-97.6463608,19,31,0
"Cory Ln, Texas 78669, USA",UnknownHood,UnknownTown,Travis County,78669,30.3696384,-98.0370617,1,15,0
"Coryell Dr, Steiner Ranch Neighborhood Association, TX 78732, USA",Steiner Ranch Neighborhood Association,UnknownTown,Travis County,78732,30.3773579,-97.888229,25,17,0
"Cosmos Way, Pflugerville, TX 78660, USA",Bohls Place,Pflugerville,Travis County,78660,30.4357912,-97.6045648,24,47,0
"Costa Bella Cove, Vineyard Bay, TX 78734, USA",Vineyard Bay,UnknownTown,Travis County,78734,30.3854533,-97.9516955,24,19,0
"Costa Bella Dr, Texas 78734, USA",UnknownHood,UnknownTown,Travis County,78734,30.3861003,-97.9514093,24,19,0
"Costakes Dr, Austin, TX 78750, USA",Spicewood At Bullcreek,Austin,Travis County,78750,30.4438505,-97.8075065,53,54,27
"Costas Cove, Austin, TX 78759, USA",Great Hills,Austin,Travis County,78759,30.4054955,-97.7608923,10,23,21
"Cottage Grove Pass, Austin, TX 78717, USA",Oak Brook,Austin,Williamson County,78717,30.510211,-97.742401,18,30,0
"Cottage Ln, North Shore Colony, TX 78645, USA",North Shore Colony,UnknownTown,Travis County,78645,30.4168593,-97.9616475,0,0,0
"Cottesmore Ct, Austin, TX 78717, USA",Avery Estates,Austin,Williamson County,78717,30.5010838,-97.7714415,34,50,0
"Cottle Dr, Austin, TX 78753, USA",Windsor Hills,Austin,Travis County,78753,30.3594619,-97.6791563,40,45,30
"Cotton Picking Ln, Cedar Park, TX 78613, USA",UnknownHood,Cedar Park,Williamson County,78613,30.5264687,-97.831117,58,47,0
"Cotton St, Austin, TX 78702, USA",Central East Austin,Austin,Travis County,78702,30.2714561,-97.7257033,85,94,48
"Cottondale Rd, The Hills, TX 78738, USA",The Hills Of Lakeway,The Hills,Travis County,78738,30.3491011,-97.977938,21,24,0
"Cottonmouth School Rd, Texas 78744, USA",UnknownHood,UnknownTown,Travis County,78744,30.1707129,-97.7015921,13,27,0
"Cottonwood Cir, Austin, TX 78723, USA",MLK,Austin,Travis County,78723,30.2973366,-97.6865062,47,54,42
"Cottonwood Ct, Round Rock, TX 78664, USA",Windy Park,Round Rock,Williamson County,78664,30.4958241,-97.6610947,67,58,0
"Cottonwood Cove, Cedar Park, TX 78613, USA",UnknownHood,Cedar Park,Williamson County,78613,30.4971572,-97.8295594,36,46,0
"Cottonwood Ln, Pflugerville, TX 78660, USA",Saxony,Pflugerville,Travis County,78660,30.4459417,-97.6149926,58,53,0
"Cottonwood St, Austin, TX 78744, USA",Southeast Austin,Austin,Travis County,78744,30.197672,-97.732271,21,27,34
"Cotulla Dr, Shady Hollow West, TX 78739, USA",Shady Hollow West,UnknownTown,Travis County,78739,30.1718018,-97.8721654,6,26,0
"Coturnix Dr, Austin, TX 78758, USA",North Austin Civic Association,Austin,Travis County,78758,30.3715199,-97.7129015,45,57,43
"Cougar Country Dr, Cedar Park, TX 78613, USA",UnknownHood,Cedar Park,Williamson County,78613,30.5293953,-97.8624242,14,27,0
"Cougar Cove, Austin, TX 78745, USA",South Austin,Austin,Travis County,78745,30.2085299,-97.785827,72,66,45
"Cougar Dr, Austin, TX 78745, USA",South Austin,Austin,Travis County,78745,30.2067057,-97.7865304,70,66,45
"Cougar Run, Austin, TX 78731, USA",North Cat Mountain,Austin,Travis County,78731,30.3628962,-97.7779439,3,12,15
"Coulver Rd, Texas 78747, USA",UnknownHood,UnknownTown,Travis County,78747,30.1191436,-97.7302313,0,15,0
"Council Bluff Dr, Austin, TX 78727, USA",UnknownHood,Austin,Travis County,78727,30.4330258,-97.7178738,17,47,8
"Counselor Dr, Austin, TX 78749, USA",South Austin,Austin,Travis County,78749,30.2009236,-97.843002,41,50,32
"Country Aire Dr, Round Rock, TX 78664, USA",UnknownHood,Round Rock,Williamson County,78664,30.5336756,-97.6734517,36,38,0
"Country Canyon Cove, Austin, TX 78759, USA",Great Hills,Austin,Travis County,78759,30.3922516,-97.7618749,20,20,24
"Country Club Dr, Lago Vista, TX 78645, USA",Highland Lake Estates,Lago Vista,Travis County,78645,30.4502307,-97.9982519,6,3,0
"Country Knoll, Austin, TX 78750, USA",UnknownHood,Austin,Travis County,78750,30.4327715,-97.7970947,1,37,0
"Country Lake Ct, Steiner Ranch Neighborhood Association, TX 78732, USA",Steiner Ranch Neighborhood Association,UnknownTown,Travis County,78732,30.377286,-97.9049963,10,9,0
"Country Lake Dr, Steiner Ranch Neighborhood Association, TX 78732, USA",Steiner Ranch Neighborhood Association,UnknownTown,Travis County,78732,30.3774903,-97.9057881,7,2,0
"Country Oaks Dr, Texas 78610, USA",UnknownHood,UnknownTown,Hays County,78610,30.1187197,-97.8857442,0,24,0
"Country White Ln, Austin, TX 78749, USA",UnknownHood,Austin,Travis County,78749,30.22232,-97.8280364,39,69,0
"Counts Cove, Austin, TX 78749, USA",South Austin,Austin,Travis County,78749,30.211855,-97.8538207,19,57,32
"County Down Ct, Austin, TX 78747, USA",Onion Creek,Austin,Travis County,78747,30.1299214,-97.7799405,1,15,0
"County Down Dr, Austin, TX 78747, USA",Onion Creek,Austin,Travis County,78747,30.1308139,-97.7798154,1,15,0
"County Line Rd, Texas 78621, USA",UnknownHood,UnknownTown,Travis County,78621,30.3704685,-97.4004879,7,25,0
"Co Rd 123, Round Rock, TX 78664, USA",UnknownHood,Round Rock,Williamson County,78664,30.5292913,-97.6009757,7,26,0
"Co Rd 134, Texas 78634, USA",UnknownHood,UnknownTown,Williamson County,78634,30.5210944,-97.5169276,7,25,0
"Co Rd 135, Texas 78634, USA",UnknownHood,UnknownTown,Williamson County,78634,30.5229034,-97.5516801,2,19,0
"Co Rd 139, Texas 78634, USA",UnknownHood,UnknownTown,Williamson County,78634,30.4877811,-97.5376429,0,20,0
"Co Rd 147, Texas 78610, USA",UnknownHood,UnknownTown,Hays County,78610,30.0856945,-97.8630103,2,25,0
"Co Rd 172, Round Rock, TX 78681, USA",UnknownHood,Round Rock,Williamson County,78681,30.4801876,-97.6942418,21,21,0
"Co Rd 175, Leander, TX 78641, USA",UnknownHood,Leander,Williamson County,78641,30.5713313,-97.7801717,10,28,0
"Cr 175, Texas 78641, USA",UnknownHood,UnknownTown,Williamson County,78641,30.5634483,-97.7733631,5,28,0
"Couri Pass, Bee Cave, TX 78738, USA",The Homestead,Bee Cave,Travis County,78738,30.2947326,-97.9647073,0,7,0
"Court Del Rey, Round Rock, TX 78681, USA",Behrens Ranch,Round Rock,Williamson County,78681,30.5333921,-97.7137583,9,27,0
"Ct of St James, Austin, TX 78730, USA",Westminster Glen,Austin,Travis County,78730,30.365417,-97.8437563,0,2,0
"Courtland Ln, Austin, TX 78703, USA",Tarrytown,Austin,Travis County,78703,30.2929846,-97.7731713,43,64,33
"Courtleigh Cir, Austin, TX 78759, USA",Great Hills,Austin,Travis County,78759,30.3982519,-97.7575284,38,30,31
"Courtney Cove, Round Rock, TX 78664, USA",Greenlawn Place,Round Rock,Williamson County,78664,30.4916755,-97.6623449,51,48,0
"Courtney Ln, Texas 78613, USA",UnknownHood,UnknownTown,Williamson County,78613,30.4730308,-97.8358596,47,43,0
"Courtney St, Austin, TX 78745, USA",South Austin,Austin,Travis County,78745,30.2000883,-97.8097553,53,46,39
"Courtyard Cove, Austin, TX 78731, USA",The Courtyard,Austin,Travis County,78731,30.356187,-97.789657,12,25,0
"Courtyard Dr, Austin, TX 78731, USA",The Courtyard,Austin,Travis County,78731,30.3551995,-97.7901591,12,25,0
"Cousteau Ln, Rob Roy, TX 78746, USA",Rob Roy,UnknownTown,Travis County,78746,30.3105964,-97.833638,5,5,0
"Covala Dr, Cedar Park, TX 78613, USA",North Buttercup Creek,Cedar Park,Williamson County,78613,30.5072976,-97.8363312,17,30,0
"Cove Creek Ln, The Hills, TX 78738, USA",The Hills Of Lakeway,The Hills,Travis County,78738,30.3414426,-97.9940322,7,10,0
"Covenant Canyon Trail, Cardinal Hills, TX 78734, USA",Cardinal Hills,UnknownTown,Travis County,78734,30.3656754,-97.9431263,14,4,0
"Coventry Ln, Austin, TX 78723, USA",UnknownHood,Austin,Travis County,78723,30.3060658,-97.6844702,68,68,45
"Covered Bridge Dr, Austin, TX 78736, USA",West Oak Hill,Austin,Travis County,78736,30.243887,-97.898465,8,10,12
"Covered Wagon Pass, Austin, TX 78744, USA",Southeast Austin,Austin,Travis County,78744,30.1935967,-97.7592662,19,26,47
"Covey Ct, Austin, TX 78758, USA",North Austin Civic Association,Austin,Travis County,78758,30.3641836,-97.711674,72,84,43
"Covington Dr E, Austin, TX 78753, USA",UnknownHood,Austin,Travis County,78753,30.3820877,-97.6765673,49,37,38
"Covington Trail, Austin, TX 78727, USA",Milwood,Austin,Travis County,78727,30.4363287,-97.7415725,37,46,13
"Covey Ridge Ln, Austin, TX 78758, USA",North Austin Civic Association,Austin,Travis County,78758,30.3677014,-97.6980327,70,58,47
"Cowal Dr N, Briarcliff, TX 78669, USA",UnknownHood,Briarcliff,Travis County,78669,30.4131454,-98.0420169,1,4,0
"Cowal Dr S, Briarcliff, TX 78669, USA",UnknownHood,Briarcliff,Travis County,78669,30.4045907,-98.0435792,2,2,0
"Cowboy Cove, Lago Vista, TX 78645, USA",UnknownHood,Lago Vista,Travis County,78645,30.4726028,-97.9890702,11,12,0
"Cowden Dr, Steiner Ranch Neighborhood Association, TX 78732, USA",Steiner Ranch Neighborhood Association,UnknownTown,Travis County,78732,30.3773799,-97.8970899,17,23,0
"Cowpoke Trail, Lago Vista, TX 78645, USA",UnknownHood,Lago Vista,Travis County,78645,30.4736104,-97.9919758,6,20,0
"Cox Cove, Cedar Park, TX 78613, USA",UnknownHood,Cedar Park,Williamson County,78613,30.5204929,-97.8508901,43,37,0
"Coyote Ct, Apache Shores, TX 78734, USA",Apache Shores,UnknownTown,Travis County,78734,30.3873296,-97.9255448,11,12,0
"Coyote Ct, Shady Hollow, TX 78748, USA",Shady Hollow,UnknownTown,Travis County,78748,30.171761,-97.8560559,9,30,0
"Coyote Ridge, Texas 78737, USA",UnknownHood,UnknownTown,Hays County,78737,30.1366086,-97.9671583,2,24,0
"Coyote Trail, Lago Vista, TX 78645, USA",UnknownHood,Lago Vista,Travis County,78645,30.4715648,-97.9904635,11,17,0
"Coyote Trail, Texas 78634, USA",UnknownHood,UnknownTown,Williamson County,78634,30.5268951,-97.5518413,2,26,0
"Cozette Ct, Austin, TX 78617, USA",Stoney Ridge,Austin,Travis County,78617,30.1593243,-97.6508996,10,31,0
"Cozette Dr, Austin, TX 78617, USA",UnknownHood,Austin,Travis County,78617,30.1593219,-97.6506997,11,32,0
"Crabapple Cove, Round Rock, TX 78681, USA",Bent Tree,Round Rock,Williamson County,78681,30.5312078,-97.7137711,25,32,0
"Crabapple Ct, The Hills, TX 78738, USA",The Hills Of Lakeway,The Hills,Travis County,78738,30.3445483,-97.9919697,8,17,0
"Crabtree Cove, Austin, TX 78750, USA",Jester Point,Austin,Travis County,78750,30.3939594,-97.8006402,1,20,0
"Crabtree Dr, Austin, TX 78750, USA",Jester Point,Austin,Travis County,78750,30.3935943,-97.8006348,0,9,0
"Crackling Creek Dr, Austin, TX 78736, USA",West Oak Hill,Austin,Travis County,78736,30.239226,-97.9029806,3,21,12
"Cradlerock Terrace, Austin, TX 78748, USA",Southland Oaks,Austin,Travis County,78748,30.152832,-97.8531484,17,30,0
"Cranford Ct, Austin, TX 78726, USA",UnknownHood,Austin,Travis County,78726,30.4411789,-97.822514,22,27,0
"Crafton Pl, Austin, TX 78749, USA",Circle C Ranch,Austin,Travis County,78749,30.2038235,-97.881647,39,60,10
"Crafty Cove, Austin, TX 78749, USA",South Austin,Austin,Travis County,78749,30.2109223,-97.8543708,19,57,32
"Craggy Point, Austin, TX 78731, USA",Cliff Over Lake Austin,Austin,Travis County,78731,30.3403113,-97.7836078,8,2,0
"Craig Dr, Austin, TX 78727, USA",Champions Forest,Austin,Travis County,78727,30.4191666,-97.7327247,20,49,18
"Craig's Crest Path, Sarah's Creek, TX 78660, USA",Sarah's Creek,UnknownTown,Travis County,78660,30.4441542,-97.6553759,51,38,0
"Craigmont Dr, Austin, TX 78745, USA",South Austin,Austin,Travis County,78745,30.199032,-97.7794256,56,62,52
"Craigwood Cir, Austin, TX 78725, USA",MLK-183,Austin,Travis County,78725,30.283719,-97.6606523,23,48,34
"Craigwood Dr, Austin, TX 78725, USA",MLK-183,Austin,Travis County,78725,30.2819831,-97.6604005,19,45,33
"Crainway Dr, Texas 78724, USA",UnknownHood,UnknownTown,Travis County,78724,30.3192042,-97.6572813,31,31,0
"Cranbrook Cove, Austin, TX 78748, USA",South Austin,Austin,Travis County,78748,30.1779423,-97.8317827,48,56,32
"Crane Rd, Texas 78610, USA",UnknownHood,UnknownTown,Travis County,78610,30.0868574,-97.7590454,0,24,0
"Crane St, Cardinal Hills, TX 78734, USA",Cardinal Hills,UnknownTown,Travis County,78734,30.3602481,-97.9480597,30,10,0
"Cranston Cove, Pflugerville, TX 78664, USA",Springbrook,Pflugerville,Travis County,78664,30.468718,-97.6531215,28,38,0
"Crawfish Ln, Edgewater Beach, TX 78669, USA",Edgewater Beach,UnknownTown,Travis County,78669,30.4036078,-97.9999492,0,11,0
"Crawford St, Austin, TX 78731, USA",UnknownHood,Austin,Travis County,78731,30.3071853,-97.7494384,90,84,50
"Crawford Rd, Texas 78669, USA",UnknownHood,UnknownTown,Travis County,78669,30.3699088,-98.0622521,2,15,0
"Craybrough Cir, Austin, TX 78724, USA",UnknownHood,Austin,Travis County,78724,30.303562,-97.6453313,19,31,37
"Crazy Horse Dr, West Oak Hill, TX 78737, USA",West Oak Hill,UnknownTown,Travis County,78737,30.2211192,-97.8971052,5,16,0
"Crazyhorse Pass, Apache Shores, TX 78734, USA",Apache Shores,UnknownTown,Travis County,78734,30.3781317,-97.9283885,8,14,0
"Credo Lane, Austins' Colony, TX 78725, USA",Austins' Colony,UnknownTown,Travis County,78725,30.2376989,-97.5714398,6,27,0
"Cree Cir, Hudson Bend, TX 78734, USA",Travis Landing,Hudson Bend,Travis County,78734,30.4116473,-97.9202778,31,8,0
"Cree Ln, Hudson Bend, TX 78734, USA",Travis Landing,Hudson Bend,Travis County,78734,30.4116473,-97.9202778,31,8,0
"Creedmoor Dr, Texas 78719, USA",UnknownHood,UnknownTown,Travis County,78719,30.1570089,-97.6927064,13,29,0
"Creek Bend Cir, Round Rock, TX 78681, USA",Creek Bend,Round Rock,Williamson County,78681,30.5236732,-97.7158524,33,17,0
"Creek Bend Dr, Austin, TX 78744, USA",Southeast Austin,Austin,Travis County,78744,30.1835852,-97.7492922,33,33,41
"Creek Bluff Cove, Texas 78641, USA",UnknownHood,UnknownTown,Travis County,78641,30.5186291,-97.9541264,1,0,0
"Creek Bottom, Austin, TX 78731, USA",Stoneledge,Austin,Travis County,78731,30.3407022,-97.7730367,20,13,15
"Creek Cove, Round Rock, TX 78664, USA",Onion Creek Village,Round Rock,Williamson County,78664,30.5237487,-97.6874838,63,43,0
"Creek Crossing Cove, West Cave Estates, TX 78620, USA",West Cave Estates,UnknownTown,Travis County,78620,30.2839555,-98.0613527,10,18,0
"Creek Front Dr, The Homestead, TX 78738, USA",The Homestead,UnknownTown,Travis County,78738,30.3035913,-97.9559336,10,6,0
"Creek Hollow, Austin, TX 78754, USA",Woodcliff,Austin,Travis County,78754,30.3656529,-97.6650877,11,2,23
"Creek Ledge Dr, Hutto, TX 78634, USA",UnknownHood,Hutto,Williamson County,78634,30.5224643,-97.5479248,4,15,0
"Creek Ledge, Austin, TX 78731, USA",Stoneledge,Austin,Travis County,78731,30.3402773,-97.7730157,20,13,15
"Creek Lodge Dr, Austin, TX 78731, USA",UnknownHood,Austin,Travis County,78731,30.3408456,-97.7715916,25,9,20
"Creek Meadow, Texas 78669, USA",UnknownHood,UnknownTown,Travis County,78669,30.347107,-98.0469378,9,5,0
"Creek Meadows Cove, Austin, TX 78731, USA",Stoneledge,Austin,Travis County,78731,30.3405284,-97.7739525,16,8,0
"Creek Mountain, Austin, TX 78731, USA",UnknownHood,Austin,Travis County,78731,30.3406857,-97.7716792,25,9,20
"Vermillion Dr, Austin, TX 78749, USA",South Austin,Austin,Travis County,78749,30.2151259,-97.84277410000001,33,60,32
"Creek View Dr, Slaughter Creek Acres, TX 78748, USA",Slaughter Creek Acres,UnknownTown,Travis County,78748,30.1589202,-97.822951,13,42,0
"Creekbend Cv, Pflugerville, TX 78660, USA",Brookhollow,Pflugerville,Travis County,78660,30.4479664,-97.61875,39,49,0
